key,0,1
#,,
int32,str,str
0,"TEXT_KINGZD203_05112_SEQ_00","<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>特殊規則： 等級調整<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
紅豹村的恰特·洛在開始試煉前有個想去的地方。"
1,"TEXT_KINGZD203_05112_SEQ_01","※本任務為<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow><UIGlow>01</UIGlow><UIForeground>01</UIForeground> 等級調整任務。

恰特·洛在開始試煉前想要前往守夜人的睨視。和亞克特爾樹海守夜人的睨視的恰特·洛談談。"
2,"TEXT_KINGZD203_05112_SEQ_02","據恰特·洛所說，從守夜人的睨視可以看到加提卡海心。在守夜人的睨視的<Sheet(EObj,2014144,0)/>進行張望。"
3,"TEXT_KINGZD203_05112_SEQ_03","在<Sheet(EObj,2014144,0)/>進行了張望，一邊看著加提卡海心一邊聽著恰特·洛講述了他的夢想。整理好心情的恰特·洛已經做好了試煉的準備。和亞克特爾樹海白燼古戰場的恰特·洛談談。"
4,"TEXT_KINGZD203_05112_SEQ_04","和恰特·洛進行了交談。作為試煉對手的拉爾·瓦等人還沒到場。和恰特·洛一起等待拉爾·瓦，以試煉輔佐的身份幫助他到最後。"
5,"TEXT_KINGZD203_05112_SEQ_05",""
6,"TEXT_KINGZD203_05112_SEQ_06",""
7,"TEXT_KINGZD203_05112_SEQ_07",""
8,"TEXT_KINGZD203_05112_SEQ_08",""
9,"TEXT_KINGZD203_05112_SEQ_09",""
10,"TEXT_KINGZD203_05112_SEQ_10",""
11,"TEXT_KINGZD203_05112_SEQ_11",""
12,"TEXT_KINGZD203_05112_SEQ_12",""
13,"TEXT_KINGZD203_05112_SEQ_13",""
14,"TEXT_KINGZD203_05112_SEQ_14",""
15,"TEXT_KINGZD203_05112_SEQ_15",""
16,"TEXT_KINGZD203_05112_SEQ_16",""
17,"TEXT_KINGZD203_05112_SEQ_17",""
18,"TEXT_KINGZD203_05112_SEQ_18",""
19,"TEXT_KINGZD203_05112_SEQ_19",""
20,"TEXT_KINGZD203_05112_SEQ_20",""
21,"TEXT_KINGZD203_05112_SEQ_21",""
22,"TEXT_KINGZD203_05112_SEQ_22",""
23,"TEXT_KINGZD203_05112_SEQ_23",""
