key,0,1
#,,
int32,str,str
0,"TEXT_KINGLA107_04974_SEQ_00","珠串萬貨街的拉爾·索吉在面對重要訂單時感到十分緊張。"
1,"TEXT_KINGLA107_04974_SEQ_01","和拉爾·索吉進行了交談，得知她被傳喚到聯王宮聽取製作委託的事情。前往圖萊尤拉的登階台，和布涅瓦族宮廷祭司談談。"
2,"TEXT_KINGLA107_04974_SEQ_02","從布涅瓦族宮廷祭司那裡接到了新聯王使用的兩對<Sheet(ItemHQ,43908,0)/>的製作委託。返回珠串萬貨街，和拉爾·索吉她們商量一下。"
3,"TEXT_KINGLA107_04974_SEQ_03","<Sheet(ItemHQ,43908,0)/>的其中一對由拉爾·索吉以及帕帕尼負責完成，另一對則由冒險者負責製作。以<Sheet(Item,43936,0)/>為素材，製作<Sheet(ItemHQ,43908,0)/>，並交給珠串萬貨街的拉爾·索吉。

※如果<Sheet(Item,43936,0)/>不足，可以與帕帕尼對話重新獲得材料，並再次進行挑戰。"
4,"TEXT_KINGLA107_04974_SEQ_04","將<Sheet(ItemHQ,43908,0)/>交給了拉爾·索吉，拉爾·索吉將<Sheet(ItemHQ,43908,0)/>交給了沃洛克聯王宮的祭司。在感慨拉爾·索吉五金店成為王宮專供店的同時返回珠串萬貨街，和拉爾·索吉談談。"
5,"TEXT_KINGLA107_04974_SEQ_05","和拉爾·索吉進行了交談。今後她也打算和帕帕尼一起將店舖打造成兼顧效率與品質的五金店。作為工匠互相扶持幫助的二人，今後一定會將店舖經營得更加繁盛吧。"
6,"TEXT_KINGLA107_04974_SEQ_06",""
7,"TEXT_KINGLA107_04974_SEQ_07",""
8,"TEXT_KINGLA107_04974_SEQ_08",""
9,"TEXT_KINGLA107_04974_SEQ_09",""
10,"TEXT_KINGLA107_04974_SEQ_10",""
11,"TEXT_KINGLA107_04974_SEQ_11",""
12,"TEXT_KINGLA107_04974_SEQ_12",""
13,"TEXT_KINGLA107_04974_SEQ_13",""
14,"TEXT_KINGLA107_04974_SEQ_14",""
15,"TEXT_KINGLA107_04974_SEQ_15",""
16,"TEXT_KINGLA107_04974_SEQ_16",""
17,"TEXT_KINGLA107_04974_SEQ_17",""
18,"TEXT_KINGLA107_04974_SEQ_18",""
19,"TEXT_KINGLA107_04974_SEQ_19",""
