key,0
#,
int32,str
0,"テストデータ"
1,"シュポシェのヒント（仮）"
2,"托托·拉克千獄探索記錄


第一天
我是鬼哭隊第一槍隊搜索小隊的瑞德。
這是為了向後面部隊提供消息而留下的記錄。
我們在洞中發現了浮在空中的綠色發光體，
這些不明物體看起來像是人工製造的。
大概只有加雷馬帝國才有這種魔導技術。
同行的技術專家將它命名為“魔導感光器”，
並且準備收集一些用作研究。"
3,"托托·拉克千獄探索記錄


第二天
在收集了四顆“魔導感光器”之後，
它們發出的光突然開始增強，
並且產生了類似共振一樣的效果。
我們打算先將這四顆感光器帶回格里達尼亞分析，
然而它們卻在剛走出洞口的時候就熄滅了。"
4,"托托·拉克千獄探索記錄


第三天
在千獄洞中有一些發著藍光的奇怪力場擋住了去路，
我們將它們起名為“魔導結界”。
技術專家認為應該有儀器在控制著這些結界，
並暫時將那些儀器命名為“魔導終端”。
於是我們開始分頭尋找可能的線索。"
5,"托托·拉克千獄探索記錄


第四天
我們找到了“魔導終端”，但是還有一隊人沒有回來。
我們對於“魔導終端”的控制方法尚未了解，
技術專家將四顆“魔導感光器”放了進去，
居然成功了！不過他是怎麼知道這個方法的……
在記錄下情況之後，我們開始去尋找走失的隊伍。"
6,"托托·拉克千獄探索記錄


第五天
走在前面的人突然掉到了一個陡坡下面，
這個落差雖然有些麻煩，
不過對於槍隊隊員來說也不是不能爬上來，
但是同行的技術專家卻說他沒有足夠的體力了。
於是我們決定從下面的路繼續前進，
看看能否找到另一條回到入口的路。
同時也派出了兩名隊員走另一條路進行探索。"
7,"托托·拉克千獄探索記錄


第六天
我們發現了之前走失的隊伍，
他們受到了魔物的襲擊……已經太晚了……
同時我們也失去了與另外兩名探路隊員的聯絡，
無論怎麼用通訊珠呼叫都沒有回應……
不過在與其他隊員商議後，我們決定繼續深入探索。
希望後面的情況不會變的更糟。"
8,"托托·拉克千獄探索記錄


第七天
有三名隊員開始覺得呼吸沉重，並且咳嗽不斷。
還有兩名隊員尖叫著消失在黑暗裡。
技術專家說這些是由於附近的乙太濃度過高導致的。
不過我已經不再相信他的話了……
一定是這個騙子對我的隊員做了什麼手腳。
聖靈曾警告過我要小心這個人……我卻沒有太注意……
技術專家提議說我們往回走，哼，他再也不用走了。
讓帝國的蛆蟲消失的感覺真不錯，我們可以繼續了。"
9,"隨手筆記

船長喜歡晴天下的蔚藍大海。"
10,"隨手筆記

船長喜歡高級的紅酒。"
11,"隨手筆記

船長喜歡新鮮的綠色蔬菜。"
12,"親愛的，我今天終於見到你最關注的那位冒險者了。
<If(PlayerParameter(4))>她<Else/>他</If>果然像你說的一樣既親切又勇敢。
而且<If(PlayerParameter(4))>她<Else/>他</If>在聽我說了我們的情況之後還鼓舞了我，
雖然<If(PlayerParameter(4))>她<Else/>他</If>的話不多，可是我能感受到那份真誠的心意，
我相信我有足夠的勇氣去面對未來了。
你是對的，親愛的，那位冒險者真的很優秀。"
13,"雖然我們回到村子裡才剛過了一周，
可是我已經有些坐不住了……
在走出去看過了廣闊的世界之後再回來看，
這個村子是多麼的渺小啊……
狹窄的房屋和枯燥的日常讓我感到難以呼吸。
我是多麼懷念和你一起在廣闊天地裡冒險的日子啊，
相信你也一定和我有著同樣的想法吧。
走吧，我們再次一起出去冒險吧。
這次一定能夠為我們的人生留下更多的美好回憶。"
14,"第一次來到摩杜納的印象簡直美妙極了。
水晶閃著耀眼的光芒，彷彿在歡迎我們的到來，
銀淚湖的拍岸波濤彷彿在祝福我們今後的人生。
我們在湖畔歇息的片刻是我人生中最最幸福的時光。
親愛的，你曾對我說過：“我們要永遠在一起。”
今晚我又一次聽到了你的這句話，
是的，我們今後也要永遠在一起。"
15,"親愛的，你最近的臉色猶如死人一樣蒼白，
是因為不適應薩納蘭的灼熱氣候嗎？
看來你還是像以前一樣不喜歡炎熱的天氣啊，
那我們就離開這裡去庫爾札斯的雪山去吧。
你一定會喜歡雪花飄落到臉上的感覺的。"
16,"我知道的，我知道的，
沒有身體一定非常非常不方便吧。
我一定會幫你找一個新的身體的，
所以要有耐心，不用每天都在我耳邊催促的。
親愛的，你放心吧，
你可是我的未婚夫啊，我怎麼可能拋棄你不管。
我一定會為你找到一個最合適的身體的。"
17,"親愛的，真的很抱歉，讓你等了這麼長時間……
可是我們絕對不能妥協，
這可是關乎到你的身體的最最重要的事啊。
一般的冒險者的身體條件太過於普通了，
不然的話他們也不會就這麼死在路上。
可是如果是<Highlight>ObjectParameter(1)</Highlight>的身體呢？
<If(PlayerParameter(4))>她<Else/>他</If>那麼出眾，一定有著過人的身體能力！
不過強大的身體還需要配上強大的靈魂，
就算找不到一個單獨的強大靈魂，
如果能收集到足夠多的普通靈魂，
相信也是能拼湊出理想的靈魂的吧。
親愛的，請再耐心等待一段時間，相信我吧。"
18,"這裡有好多好多的身體啊，
好多好多好多好多的身體啊。
親愛的，這裡一定有適合你的身體吧。
等你復原之後我們就可以正式地舉辦婚禮了。
哦對了，結婚典禮一定要辦得熱熱鬧鬧的！
我會給我們所有的朋友都寄去喜帖的，
我相信他們一定會為我們送來祝福，
嗯，一定還會送來他們的靈魂作為賀禮。
一定會的，一定會的。"
19,"帕斯卡耶雷·努勒塔耶，守衛暮衛塔的騎士，在此寫下衛月墜落的見證。
看到這些文字的人，或許我不會有機會與你相識了，
但我希望能夠有人通過這封信了解到我最後的經歷。
紅色隕石降臨，黑色巨影釋放出無盡的火焰照亮了地平線的天空。
士兵們也因為“第七靈災”的到來而產生了動搖的情緒。
雖然我告誡他們不要輕信流言，但連我都不知道該相信什麼了。"
