key,0,1,2
#,,,
int32,byte,bit&01,str
0,4,True,""
1,7,False,"魔導裝甲的殘骸。
這裡難道經歷了激烈的戰鬥？"
2,7,False,"久經使用的劍和盾。
看起來不像是加雷馬帝國軍的裝備。
它們的主人究竟是誰？"
3,4,True,"好像是希德年輕時記錄的衛月觀測資料。
上面書寫著整整齊齊的文字和複雜的公式。

根據希德推測，
衛月擁有收集太陽能後進行轉換、輸送的機能。

如果在未做好接收準備的情況下啟動衛月，
累積了數千年的龐大能量將會從天而降，
造成重大的事故。"
4,7,False,"魔導死神的殘骸。
受損十分嚴重，已經無法再次使用了……"
5,7,False,"脚部不良の魔導リーパーだ。
先程の戦闘で消耗し、もう使用できないようだ……。"
6,7,False,"すでに事切れている。
自分自身の身体でなら、救えたかもしれない……。

キャンプ・ブロークングラスに急ぎ、ゼノスの凶行を阻止しよう。"
7,7,False,"看樣子是遭到了被控制的帝國兵襲擊，已經斷氣了。
從懷中搜到了軍用治療劑。"
8,7,False,"看樣子是曾經拼命抵抗過，但已經斷氣了。
從懷中搜到了軍用治療劑。"
9,7,False,"腿部受損的魔導死神。
機器還留有餘溫，不久之前應該還被人駕駛過。
如果有認證金鑰和燃料應該可以啟動。
使用這台機器的魔導加農砲，
也許能清理正面的敵人……"
10,7,False,"腿部受損的魔導死神。
使用了認證金鑰，但因為缺少燃料無法啟動。
尋找魔導死神的殘骸，搜索燃料。"
11,7,False,"魔導死神的殘骸。
駕駛席的量表顯示還殘留著燃料。
看樣子可以拆下青磷水箱。"
12,7,False,"腿部受損的魔導死神。
在剛才的戰鬥中徹底損毀，失去了戰鬥能力。"
13,7,False,"魔導死神的殘骸。
受損十分嚴重，已經無法再次使用了……"
14,7,False,"魔導死神的殘骸。
駕駛席的量表顯示還殘留著燃料，
但受損十分嚴重，已經無法再次使用了……"
15,7,False,"已經斷氣了。
如果是自己的身體，是否能拯救他呢……"
16,7,False,"魔導死神的殘骸。
受損十分嚴重，已經無法再次使用了……"
