key,0,1,2,3,4,5,6
#,,,,,,,
int32,str,byte,str,str,str,byte,byte
0,"",0,"","","",1,1
1,"說話",0,"LogChatBubbleSayShowType","LogChatBubbleSayFontColor","LogChatBubbleSayWindowColor",1,1
2,"呼喊",1,"LogChatBubbleYellShowType","LogChatBubbleYellFontColor","LogChatBubbleYellWindowColor",1,2
3,"喊話",2,"LogChatBubbleShoutShowType","LogChatBubbleShoutFontColor","LogChatBubbleShoutWindowColor",1,3
4,"悄悄話",3,"LogChatBubbleTellShowType","LogChatBubbleTellFontColor","LogChatBubbleTellWindowColor",1,4
5,"小隊",4,"LogChatBubblePartyShowType","LogChatBubblePartyFontColor","LogChatBubblePartyWindowColor",1,5
6,"團隊",5,"LogChatBubbleAllianceShowType","LogChatBubbleAllianceFontColor","LogChatBubbleAllianceWindowColor",1,6
7,"公會",6,"LogChatBubbleFcShowType","LogChatBubbleFcFontColor","LogChatBubbleFcWindowColor",1,7
8,"新人頻道",24,"LogChatBubbleBeginnerShowType","LogChatBubbleBeginnerFontColor","LogChatBubbleBeginnerWindowColor",1,8
9,"戰隊",7,"LogChatBubblePvpteamShowType","LogChatBubblePvpteamFontColor","LogChatBubblePvpteamWindowColor",1,7
10,"通訊貝1",16,"LogChatBubbleLs1ShowType","LogChatBubbleLs1FontColor","LogChatBubbleLs1WindowColor",1,8
11,"通訊貝2",17,"LogChatBubbleLs2ShowType","LogChatBubbleLs2FontColor","LogChatBubbleLs2WindowColor",1,8
12,"通訊貝3",18,"LogChatBubbleLs3ShowType","LogChatBubbleLs3FontColor","LogChatBubbleLs3WindowColor",1,8
13,"通訊貝4",19,"LogChatBubbleLs4ShowType","LogChatBubbleLs4FontColor","LogChatBubbleLs4WindowColor",1,8
14,"通訊貝5",20,"LogChatBubbleLs5ShowType","LogChatBubbleLs5FontColor","LogChatBubbleLs5WindowColor",1,8
15,"通訊貝6",21,"LogChatBubbleLs6ShowType","LogChatBubbleLs6FontColor","LogChatBubbleLs6WindowColor",1,8
16,"通訊貝7",22,"LogChatBubbleLs7ShowType","LogChatBubbleLs7FontColor","LogChatBubbleLs7WindowColor",1,8
17,"通訊貝8",23,"LogChatBubbleLs8ShowType","LogChatBubbleLs8FontColor","LogChatBubbleLs8WindowColor",1,8
18,"跨界通訊貝1",8,"LogChatBubbleCwls1ShowType","LogChatBubbleCwls1FontColor","LogChatBubbleCwls1WindowColor",1,8
19,"跨界通訊貝2",9,"LogChatBubbleCwls2ShowType","LogChatBubbleCwls2FontColor","LogChatBubbleCwls2WindowColor",1,8
20,"跨界通訊貝3",10,"LogChatBubbleCwls3ShowType","LogChatBubbleCwls3FontColor","LogChatBubbleCwls3WindowColor",1,8
21,"跨界通訊貝4",11,"LogChatBubbleCwls4ShowType","LogChatBubbleCwls4FontColor","LogChatBubbleCwls4WindowColor",1,8
22,"跨界通訊貝5",12,"LogChatBubbleCwls5ShowType","LogChatBubbleCwls5FontColor","LogChatBubbleCwls5WindowColor",1,8
23,"跨界通訊貝6",13,"LogChatBubbleCwls6ShowType","LogChatBubbleCwls6FontColor","LogChatBubbleCwls6WindowColor",1,8
24,"跨界通訊貝7",14,"LogChatBubbleCwls7ShowType","LogChatBubbleCwls7FontColor","LogChatBubbleCwls7WindowColor",1,8
25,"跨界通訊貝8",15,"LogChatBubbleCwls8ShowType","LogChatBubbleCwls8FontColor","LogChatBubbleCwls8WindowColor",1,8
