key,0,1,2,3,4,5,6,7,8,9
#,BasePlate,TopBorder,BottomBorder,Backing,PatternOverlay,PortraitFrame,PlateFrame,Accent,SortKey,Name
int32,CharaCardBase,CharaCardHeader,CharaCardHeader,CharaCardDecoration,CharaCardDecoration,CharaCardDecoration,CharaCardDecoration,CharaCardDecoration,uint16,str
0,0,0,0,0,0,0,0,0,0,"自訂"
1,2,1,0,11,1,0,0,0,1,"基礎"
2,3,3,3,11,2,0,0,0,2,"簡約"
3,9,8,8,18,0,0,0,0,3,"時尚"
4,4,3,3,13,3,0,0,0,4,"圓點"
5,5,0,1,11,10,24,0,0,5,"職能：防護職業"
6,6,0,1,11,10,25,0,0,7,"職能：進攻職業"
7,7,0,1,11,10,26,0,0,6,"職能：治療職業"
8,6,5,5,20,4,28,35,42,8,"利姆薩·羅敏薩"
9,10,7,7,20,4,28,36,42,9,"格里達尼亞"
10,9,4,4,20,4,28,37,42,10,"烏爾達哈"
11,8,9,9,19,9,28,38,49,11,"勘探者"
12,8,10,10,14,9,30,38,44,12,"冒險家"
13,54,11,0,160,0,161,162,163,2500,"絕 巴哈姆特殲滅戰"
14,55,12,0,164,0,165,166,167,2501,"絕 究極武器破壞作戰"
15,56,13,0,168,0,169,170,171,2502,"絕 亞歷山大殲滅戰"
16,57,14,0,172,0,173,174,175,2503,"絕 龍詩戰爭"
17,3,0,0,0,176,177,0,0,2400,"多變迷宮：希拉狄哈水道"
18,58,15,15,0,0,0,0,179,2315,"友好部族任務：奧密克戎族"
19,60,0,0,0,0,0,191,0,13,"幾何圖形：圓形"
20,59,0,0,0,180,0,0,194,14,"咖啡廳"
21,61,16,16,0,0,0,0,196,15,"音樂"
22,63,21,21,0,0,0,0,257,2311,"友好部族任務：仙子族"
23,64,22,22,0,0,0,0,258,2312,"友好部族任務：奇塔利族"
24,65,23,23,0,0,0,0,259,2313,"友好部族任務：矮人族"
25,66,24,24,0,0,0,0,260,2314,"友好部族任務：悌陽象族"
26,67,25,25,0,0,0,0,261,2316,"友好部族任務：兔兔族"
27,68,26,0,262,0,263,264,265,2504,"絕 歐米茄驗證戰"
28,69,0,0,0,0,296,0,0,2358,"深層迷宮：正統優雷卡1"
29,70,0,0,0,0,297,0,0,2359,"深層迷宮：正統優雷卡2"
30,71,0,0,0,0,0,298,0,2251,"第七星曆編年史：四聖獸奇譚"
31,72,0,0,0,0,0,299,301,2340,"開拓無人島1"
32,73,0,0,0,0,0,300,302,2341,"開拓無人島2"
33,74,27,27,0,0,0,0,333,2308,"友好部族任務：甲人族"
34,75,28,28,0,0,0,0,334,2309,"友好部族任務：阿難陀族"
35,76,29,29,0,0,0,0,335,2310,"友好部族任務：鯰魚精族"
36,77,0,0,354,0,336,337,338,2250,"時代的終結"
37,78,30,0,0,0,0,339,340,3950,"10周年紀念"
38,3,0,0,0,341,342,0,0,2401,"多變迷宮：六根山"
39,79,31,0,343,0,344,345,346,2343,"海釣愛好者"
40,80,32,0,347,0,348,349,350,2344,"願者上鉤"
41,81,33,33,351,0,0,352,353,2350,"運籌帷幄"
42,82,34,34,0,0,0,0,388,2305,"友好部族任務：瓦努族"
43,83,35,35,0,0,0,0,389,2306,"友好部族任務：骨頜族"
44,84,36,36,0,0,0,0,390,2307,"友好部族任務：莫古利族"
45,85,37,0,0,0,391,392,393,2252,"艾奧傑亞神話：哈羅妮"
46,86,37,0,0,0,391,392,393,2253,"艾奧傑亞神話：梅茵菲娜"
47,87,37,0,0,0,391,392,393,2254,"艾奧傑亞神話：沙利亞克"
48,88,37,0,0,0,391,392,393,2255,"艾奧傑亞神話：妮美雅"
49,89,37,0,0,0,391,392,393,2256,"艾奧傑亞神話：利姆萊茵"
50,90,37,0,0,0,391,392,393,2257,"艾奧傑亞神話：奧修昂"
51,91,37,0,0,0,391,392,393,2258,"艾奧傑亞神話：比爾格"
52,92,37,0,0,0,391,392,393,2259,"艾奧傑亞神話：拉爾戈"
53,93,37,0,0,0,391,392,393,2260,"艾奧傑亞神話：阿澤瑪"
54,94,37,0,0,0,391,392,393,2261,"艾奧傑亞神話：納爾札爾"
55,95,37,0,0,0,391,392,393,2262,"艾奧傑亞神話：諾菲卡"
56,96,37,0,0,0,391,392,393,2263,"艾奧傑亞神話：阿爾基克"
57,97,38,0,0,0,394,395,0,2242,"塔塔露的大繁榮商店"
58,3,0,0,0,396,397,0,0,2402,"多變迷宮：阿羅阿羅島"
59,98,39,0,398,0,399,400,401,2351,"天書奇談"
60,99,40,0,402,0,403,404,405,2352,"幻巧拼圖"
61,100,41,0,406,0,0,0,0,3951,"金碟巨豆中心1"
62,101,42,0,407,0,0,0,0,3952,"金碟巨豆中心2"
63,102,43,0,408,0,0,0,0,3953,"金碟巨豆中心3"
64,103,44,0,409,0,0,410,411,3954,"妖怪手錶"
65,104,45,45,0,0,0,0,452,2302,"友好部族任務：地靈族"
66,105,46,46,0,0,0,0,453,2301,"友好部族任務：風精靈族"
67,106,47,47,0,0,0,0,454,2300,"友好部族任務：蜥蜴人族"
68,107,48,48,0,0,0,0,455,2303,"友好部族任務：魚人族"
69,108,49,49,0,0,0,0,456,2304,"友好部族任務：鳥人族"
70,109,50,0,457,0,458,459,0,1036,"圖萊尤拉1"
71,110,51,0,460,0,461,462,0,1037,"圖萊尤拉2"
72,111,52,0,463,0,464,465,0,1038,"九號解決方案1"
73,112,53,0,466,0,467,468,0,1039,"九號解決方案2"
74,0,0,0,0,0,0,0,0,0,""
75,0,0,0,0,0,0,0,0,0,""
76,0,0,0,0,0,0,0,0,0,""
77,0,0,0,0,0,0,0,0,0,""
78,0,0,0,0,0,0,0,0,0,""
79,0,0,0,0,0,0,0,0,0,""
80,0,0,0,0,0,0,0,0,0,""
81,0,0,0,0,0,0,0,0,0,""
82,0,0,0,0,0,0,0,0,0,""
83,0,0,0,0,0,0,0,0,0,""
84,0,0,0,0,0,0,0,0,0,""
85,0,0,0,0,0,0,0,0,0,""
86,0,0,0,0,0,0,0,0,0,""
87,0,0,0,0,0,0,0,0,0,""
88,0,0,0,0,0,0,0,0,0,""
89,0,0,0,0,0,0,0,0,0,""
90,0,0,0,0,0,0,0,0,0,""
91,0,0,0,0,0,0,0,0,0,""
92,0,0,0,0,0,0,0,0,0,""
93,0,0,0,0,0,0,0,0,0,""
94,0,0,0,0,0,0,0,0,0,""
95,0,0,0,0,0,0,0,0,0,""
96,0,0,0,0,0,0,0,0,0,""
97,0,0,0,0,0,0,0,0,0,""
98,0,0,0,0,0,0,0,0,0,""
99,0,0,0,0,0,0,0,0,0,""
100,0,0,0,0,0,0,0,0,0,""
101,0,0,0,0,0,0,0,0,0,""
102,0,0,0,0,0,0,0,0,0,""
103,0,0,0,0,0,0,0,0,0,""
104,0,0,0,0,0,0,0,0,0,""
105,0,0,0,0,0,0,0,0,0,""
106,0,0,0,0,0,0,0,0,0,""
107,0,0,0,0,0,0,0,0,0,""
108,0,0,0,0,0,0,0,0,0,""
109,0,0,0,0,0,0,0,0,0,""
110,0,0,0,0,0,0,0,0,0,""
