key,0
#,Description
int32,str
0,""
1,"耐力值增加8點"
2,"耐力值增加16點"
3,"耐力值增加24點"
4,"耐力值增加8點"
5,"耐力值增加16點"
6,"耐力值增加24點"
7,"力量值增加8點"
8,"力量值增加16點"
9,"力量值增加24點"
10,"疾風迅雷可以累積到2階"
11,"疾風迅雷可以累積到3階"
12,"力量值增加8點"
13,"力量值增加16點"
14,"力量值增加24點"
15,"靈巧值增加8點"
16,"靈巧值增加16點"
17,"對自身附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>鷹眼<UIGlow>01</UIGlow><UIForeground>01</UIForeground>狀態
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>持續時間：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>30秒
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>發動條件：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>強力射擊命中時（發動機率20%）"
18,"除自動攻擊外的技能造成的傷害提高至基本傷害的1.1倍"
19,"靈巧值增加24點"
20,"除自動攻擊外的技能造成的傷害提高至基本傷害的1.2倍"
21,"精神值增加8點"
22,"精神值增加16點"
23,"除自動攻擊外的技能造成的傷害提高至基本值的1.1倍，恢復技能的恢復量也提高至基本值的1.1倍"
24,"精神值增加24點"
25,"下次詠唱的中療傷不消耗MP
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>持續時間：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>15秒
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>發動條件：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>療傷（發動機率15%）"
26,"除自動攻擊外的技能造成的傷害提高至基本值的1.3倍，恢復技能的恢復量也提高至基本值的1.3倍"
27,"智力值增加8點"
28,"智力值增加16點"
29,"除自動攻擊外的技能造成的傷害提高至基本值的1.1倍，恢復技能的恢復量也提高至基本值的1.1倍"
30,"智力值增加24點"
31,"除自動攻擊外的技能造成的傷害提高至基本值的1.3倍，恢復技能的恢復量也提高至基本值的1.3倍"
32,"下次詠唱大火焰時不需要詠唱時間也不會消耗MP
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>持續時間：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>永久
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>發動條件：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>火焰（發動機率40%）"
33,"下次詠唱的雷電、中雷電、大雷電、超雷電在命中時額外追加持續傷害總量的傷害，並且詠唱時間與消耗MP均為0
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>持續時間：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>40秒
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>發動條件：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>雷電、大雷電的持續傷害起效時（發動機率10%）或中雷電、超雷電的持續傷害起效時（發動機率3%）"
34,"轉換到園藝師職業時自動發動三角測量的效果"
35,"利用潛行可以迴避的怪物等級提高到30級"
36,"利用潛行可以迴避的怪物等級提高到40級"
37,"利用潛行可以迴避的怪物等級提高到50級"
38,"轉換到採掘師職業時自動發動礦脈勘探的效果"
39,"利用潛行可以迴避的怪物等級提高到30級"
40,"利用潛行可以迴避的怪物等級提高到40級"
41,"利用潛行可以迴避的怪物等級提高到50級"
42,"能夠發現良材及草場在獲得率方面的特殊性質"
43,"能夠發現良材及草場在採集次數方面的特殊性質"
44,"能夠發現良材及草場在額外採集獎勵發生率方面的特殊性質"
45,"能夠發現良材及草場在獲得個數方面的特殊性質"
46,"在十二神加護效果下提高獲取水晶的數量"
47,"在十二神加護效果下提高獲取晶簇的數量"
48,"能夠發現礦脈及石場在獲得率方面的特殊性質"
49,"能夠發現礦脈及石場在採集次數方面的特殊性質"
50,"能夠發現礦脈及石場在額外採集獎勵發生率方面的特殊性質"
51,"能夠發現礦脈及石場在獲得個數方面的特殊性質"
52,"在十二神加護效果下提高獲取水晶的數量"
53,"在十二神加護效果下提高獲取晶簇的數量"
54,"在沙海釣場也能拋竿釣魚"
55,"在雲海釣場也能拋竿釣魚"
56,"利用潛行可以迴避的怪物等級提高到30級"
57,"利用潛行可以迴避的怪物等級提高到40級"
58,"利用潛行可以迴避的怪物等級提高到50級"
59,"能夠發現不高於自身等級的魚洞"
60,"能夠發現最高35級的魚洞"
61,"能夠發現最高50級的魚洞"
62,"可以將通過以小釣大釣到的魚繼續作為魚餌"
63,"發動乙太超流時，自身會附加一檔<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太超流<UIGlow>01</UIGlow><UIForeground>01</UIForeground>狀態"
64,"智力值增加8點"
65,"智力值增加16點"
66,"自身與召喚獸除自動攻擊外的技能造成的傷害提高至基本值的1.1倍，恢復技能的恢復量也提高至基本值的1.1倍"
67,"發動乙太超流時，自身會附加二檔<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太超流<UIGlow>01</UIGlow><UIForeground>01</UIForeground>狀態"
