key,0,1,2,3,4,5,6,7,8,9
#,Name,Description,,Action,UnlockLink,Recast,UIPriority,Icon,,
int32,str,str,byte,Action,uint16,byte,byte,Image,bit&01,bit&02
0,"","",0,0,0,0,0,0,False,False
1,"自動攻擊","以一定時間為間隔自動進行普通攻擊。",1,0,0,0,7,101,False,False
2,"跳躍","通過跳躍可以躍過較小的高低差。",1,0,0,0,11,102,False,False
3,"極限爆發","消耗極限量譜可以施放強力的極限爆發。
每種職能的極限爆發都有所不同。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>防護職業：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>減輕全體隊員受到的傷害。
（範圍：50米）
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>近戰職業：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>發動單體高傷害攻擊。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>遠程職業：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>對前方直線範圍發動高傷害攻擊。
（範圍：30米）
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>魔法職業：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>對指定地點發動範圍高傷害攻擊。
（範圍：8米/10米/15米）
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>治療職業：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>恢復全體隊員的HP，3階極限爆發附帶復活效果。
以此復活時，身上本沒有衰弱狀態的隊員不會被附加衰弱狀態，
身上已有衰弱狀態的隊員其衰弱的持續時間會重置回最大值。
（範圍：50米）",1,0,0,0,4,103,False,False
4,"衝刺","提高自身的移動速度。
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>戰鬥中的持續時間：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>10秒
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>非戰鬥中的持續時間：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>20秒
※PvP任務內無法使用。",1,3,0,56,1,104,False,False
5,"分解","將道具分解成能夠再次使用的素材。",2,0,95,0,51,120,False,True
6,"修理","修復裝備的耐久度。
需要用對應裝備等級的黑暗物質來當作觸媒。",2,0,0,0,31,106,False,True
7,"傳送","消耗Gil在共鳴過的乙太之光之間迅速移動。",1,5,4,0,2,111,False,True
8,"返回","傳送到上一次所記錄的返回點。",1,6,1,57,3,112,False,True
9,"隨機坐騎","隨機召喚出一種坐騎。",1,0,0,0,21,118,False,False
10,"隨機寵物","隨機召喚出一種寵物。",1,0,0,0,23,117,False,False
11,"","",0,0,0,0,0,0,False,False
12,"鑲嵌魔晶石","將寄宿有思念的魔晶石鑲嵌到裝備上對裝備進行強化。",2,0,11,0,33,107,False,True
13,"鑲嵌魔晶石II","將寄宿有思念的魔晶石鑲嵌到裝備上對裝備進行強化。
雖然失敗的危險性很高，不過鑲嵌的數量可以擺脫魔晶石孔數量的限制。",2,0,12,0,34,108,False,True
14,"精製魔晶石","抽出物品上寄宿的思念乙太，將其精製成魔晶石。",2,0,13,0,32,109,False,True
15,"染色","消耗染劑來改變裝備的顏色。",2,0,14,0,41,110,False,True
16,"從左至右切換敵人","從最近的敵人開始從左至右切換所選目標。",3,0,0,0,12,113,False,True
17,"從右至左切換敵人","從最近的敵人開始從右至左切換所選目標。",3,0,0,0,13,114,False,True
18,"放置","放下手中的物品。",1,0,0,0,0,61112,False,False
19,"解讀","解讀陳舊的地圖。",1,1694,25,0,61,115,False,False
20,"挖掘","探索周圍環境以確認地圖上記載的寶物是否存在。
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>範圍：<UIGlow>01</UIGlow><UIForeground>01</UIForeground>半徑30米",1,1695,25,67,62,116,False,False
21,"精選","在採集到的收藏品中進行精選，發現新的道具。",2,0,256,0,52,121,False,True
22,"武具投影","消耗幻象棱晶來改變裝備的外型。",2,0,15,0,42,119,False,True
23,"跳下","從坐騎上下來。",1,0,0,0,0,61128,False,False
24,"隨機飛行坐騎","隨機召喚出一種飛行坐騎。",1,0,0,0,0,122,False,False
25,"投影範本","一次性對數件裝備進行武具投影。",2,0,15,0,43,125,False,True
26,"任務指令1","使用迷宮挑戰或蠻神戰等任務中特有的指令。",1,0,0,0,1,123,True,False
27,"任務指令2","使用迷宮挑戰或蠻神戰等任務中特有的指令。",1,0,0,0,2,124,True,False
28,"收回","整理並收納使用中的時尚配飾。",1,0,0,0,0,61188,False,False
29,"特殊快速鍵技能排序","調整特殊快速鍵上技能的順序。",1,0,0,0,0,61192,False,True
30,"特殊快速鍵技能排序","調整特殊快速鍵上技能的順序。",1,0,0,0,0,61192,False,True
31,"","",0,0,0,0,0,0,False,False
32,"","",0,0,0,0,0,0,False,False
33,"","",0,0,0,0,0,0,False,False
34,"","",0,0,0,0,0,0,False,False
35,"","",0,0,0,0,0,0,False,False
36,"目標·攻擊","將標記為攻擊1～8的對象設為目標。
如果存在多個對象，則以最小數字的對象作為目標。",2,0,0,0,14,133,False,True
37,"目標·牽制","將標記為牽制1～3的對象設為目標。
如果存在多個對象，則以最小數字的對象作為目標。",2,0,0,0,15,134,False,True
38,"目標·禁止","將標記為禁止1～2的對象設為目標。
如果存在多個對象，則以最小數字的對象作為目標。",2,0,0,0,16,135,False,True
39,"目標·方塊","將標記為方塊的對象設為目標。",2,0,0,0,17,136,False,True
40,"目標·圓圈","將標記為圓圈的對象設為目標。",2,0,0,0,18,137,False,True
41,"目標·十字","將標記為十字的對象設為目標。",2,0,0,0,19,138,False,True
42,"目標·三角","將標記為三角的對象設為目標。",2,0,0,0,20,139,False,True
