key,0,1,2,3,4,5,6,7,8,9,10,11
#,,,,,,Command,ShortCommand,Description,Alias,ShortAlias,Param,
int32,byte,byte,sbyte,sbyte,sbyte,str,str,str,str,str,TextCommandParam,uint32
1,1,0,0,0,0,"/record","","/任務回顧
/replay、/record
打開任務回顧視窗。","/任務回顧","/replay",32,0
2,2,1,0,0,0,"/recordready","","/記錄準備確認 指令
/replayready、/recordready
發起記錄準備確認。
>>指令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>秒數(5-30)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
發起記錄準備確認，全員確認後開啟戰鬥開始倒計時。記錄準備確認完畢後再次使用時功能將變為普通的準備確認加戰鬥開始倒計時。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無指令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
打開記錄準備確認視窗。","/記錄準備確認","/replayready",0,0
3,1,0,0,0,0,"/pvpteamcmd","","/戰隊命令
/pvpteamcmd
打開戰隊視窗。","/戰隊命令","",0,0
4,1,0,0,0,0,"/saddlebag","","/陸行鳥鞍囊
/chocobobag、/saddlebag
打開陸行鳥鞍囊。","/陸行鳥鞍囊","/chocobobag",0,0
5,1,0,0,0,0,"/magiaright","","/魔素板順時旋轉
/magiaright
順時針轉動魔素板。","/魔素板順時旋轉","/magiaright",0,0
6,1,0,0,0,0,"/magialeft","","/魔素板逆時旋轉
/magialeft
逆時針轉動魔素板。","/魔素板逆時旋轉","/magialeft",0,0
7,1,0,0,0,0,"/cwlinkshellcmd","/cwlcmd","/跨服貝命令(/跨服貝)
/cwlinkshellcmd、/cwlcmd
打開跨服通訊貝視窗。","/跨服貝命令","/跨服貝",0,0
8,3,1,17,0,0,"/quickchat","/qchat","/快捷發言 快捷發言名 代名詞
/quickchat、/qchat
進行快捷發言。
※只能在水晶衝突中使用。
>>示例
/快捷發言 號令：進攻
發送快捷發言「號令：進攻」。
/快捷發言 攻擊：目標 <目標>
發送快捷發言「攻擊：目標」加上目前所選目標的名字。","/快捷發言","/qchat",1021,0
9,4,3,2,18,2,"/bluespellbook","","/青魔法書 指令
/bluespellbook
對青魔法進行有效技能設置。
>>指令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>設置 青魔法名 開<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
將指定青魔法設為有效技能。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>設置 青魔法名 關<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
將指定青魔法從有效技能中解除。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>預設 有效技能組序號(1-5)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
換上指定序號的有效技能組。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>撤除<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
將目前設置的有效技能全解除。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無指令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
開啟或關閉青魔法書。

>>示例
/青魔法書 設置 水槍
將青魔法水槍設為有效技能或從有效技能中解除。
/青魔法書 預設 2
將有效技能變為預設好的有效技能組2。","/青魔法書","/bluespellbook",36,0
10,2,1,2,0,0,"/magiaattack","","/魔素板攻勢 代名詞
/magiaattack
將魔素板的屬性切換為攻擊時克制目前目標的屬性。代名詞可省略。

>>示例
/魔素板攻勢 <目標>
將魔素板的屬性切換為攻擊時克制目前目標的屬性。","/魔素板攻勢","",0,0
11,2,1,2,0,0,"/magiadefense","","/魔素板守勢 代名詞
/magiadefense
將魔素板的屬性切換為與目前目標相同的屬性利於防禦。代名詞可省略。

>>示例
/魔素板守勢 <目標>
將魔素板的屬性切換為與目前目標相同的屬性。","/魔素板守勢","",0,0
12,2,1,2,0,0,"/magiaauto","","/魔素板自動 指令
/magiaauto
修改魔素板的自動調整設定。啟用時會在選中目標後自動切換魔素屬性。
>>指令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>攻勢(attack)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
向利於攻擊的屬性自動調整。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>守勢(defense)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
向利於防禦的屬性自動調整。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
關閉自動調整功能。

>>示例
/魔素板自動 攻勢
選中敵人時魔素板會自動切換到有利於攻擊的屬性。","/魔素板自動","",0,0
13,1,0,0,0,0,"/cwlinkshell1","/cwl1","/跨服貝頻道1(/跨1) 發言內容
/cwlinkshell1、/cwl1
向跨服通訊貝頻道1內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。
只輸入“/跨服貝頻道1(/跨1)”可將默認聊天頻道變更為跨服通訊貝頻道1。
>>示例

/跨1 大家好！
在跨服通訊貝頻道1中發送消息“大家好！”。
/跨1
將默認聊天頻道變更為跨服通訊貝頻道1。","/跨服貝頻道1","/跨1",1021,0
14,1,0,0,0,0,"/cwlinkshell2","/cwl2","/跨服貝頻道2(/跨2) 發言內容
/cwlinkshell2、/cwl2
向跨服通訊貝頻道2內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。
只輸入“/跨服貝頻道2(/跨2)”可將默認聊天頻道變更為跨服通訊貝頻道2。
>>示例

/跨2 大家好！
在跨服通訊貝頻道2中發送消息“大家好！”。
/跨2
將默認聊天頻道變更為跨服通訊貝頻道2。","/跨服貝頻道2","/跨2",1021,0
15,1,0,0,0,0,"/cwlinkshell3","/cwl3","/跨服貝頻道3(/跨3) 發言內容
/cwlinkshell3、/cwl3
向跨服通訊貝頻道3內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。
只輸入“/跨服貝頻道3(/跨3)”可將默認聊天頻道變更為跨服通訊貝頻道3。
>>示例

/跨3 大家好！
在跨服通訊貝頻道3中發送消息“大家好！”。
/跨3
將默認聊天頻道變更為跨服通訊貝頻道3。","/跨服貝頻道3","/跨3",1021,0
16,1,0,0,0,0,"/cwlinkshell4","/cwl4","/跨服貝頻道4(/跨4) 發言內容
/cwlinkshell4、/cwl4
向跨服通訊貝頻道4內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。
只輸入“/跨服貝頻道4(/跨4)”可將默認聊天頻道變更為跨服通訊貝頻道4。
>>示例

/跨4 大家好！
在跨服通訊貝頻道4中發送消息“大家好！”。
/跨4
將默認聊天頻道變更為跨服通訊貝頻道4。","/跨服貝頻道4","/跨4",1021,0
17,1,0,0,0,0,"/cwlinkshell5","/cwl5","/跨服貝頻道5(/跨5) 發言內容
/cwlinkshell5、/cwl5
向跨服通訊貝頻道5內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。
只輸入“/跨服貝頻道5(/跨5)”可將默認聊天頻道變更為跨服通訊貝頻道5。
>>示例

/跨5 大家好！
在跨服通訊貝頻道5中發送消息“大家好！”。
/跨5
將默認聊天頻道變更為跨服通訊貝頻道5。","/跨服貝頻道5","/跨5",1021,0
18,1,0,0,0,0,"/cwlinkshell6","/cwl6","/跨服貝頻道6(/跨6) 發言內容
/cwlinkshell6、/cwl6
向跨服通訊貝頻道6內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。
只輸入“/跨服貝頻道6(/跨6)”可將默認聊天頻道變更為跨服通訊貝頻道6。
>>示例

/跨6 大家好！
在跨服通訊貝頻道6中發送消息“大家好！”。
/跨6
將默認聊天頻道變更為跨服通訊貝頻道6。","/跨服貝頻道6","/跨6",1021,0
19,1,0,0,0,0,"/cwlinkshell7","/cwl7","/跨服貝頻道7(/跨7) 發言內容
/cwlinkshell7、/cwl7
向跨服通訊貝頻道7內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。
只輸入“/跨服貝頻道7(/跨7)”可將默認聊天頻道變更為跨服通訊貝頻道7。
>>示例

/跨7 大家好！
在跨服通訊貝頻道7中發送消息“大家好！”。
/跨7
將默認聊天頻道變更為跨服通訊貝頻道7。","/跨服貝頻道7","/跨7",1021,0
20,1,0,0,0,0,"/cwlinkshell8","/cwl8","/跨服貝頻道8(/跨8) 發言內容
/cwlinkshell8、/cwl8
向跨服通訊貝頻道8內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。
只輸入“/跨服貝頻道8(/跨8)”可將默認聊天頻道變更為跨服通訊貝頻道8。
>>示例

/跨8 大家好！
在跨服通訊貝頻道8中發送消息“大家好！”。
/跨8
將默認聊天頻道變更為跨服通訊貝頻道8。","/跨服貝頻道8","/跨8",1021,0
21,2,0,0,0,0,"/graphicpresets","/gpresets","/圖像設置預設 預設組編號
/graphicpresets、/gpreset
將圖像設置切換為預設設置。

>>預設組編號（1-5）
1：標準品質（筆記型電腦）
2：標準品質（桌上型電腦）
3：高品質（筆記型電腦）
4：高品質（桌上型電腦）
5：最高品質

示例
/圖像設置預設 1
將圖像設置切換為“標準品質（筆記型電腦）”。","/圖像設置預設","",993,0
22,1,0,0,0,0,"/fellowship","/fs","/同好會
/fellowship、/fs
打開同好會視窗。","/同好會","",32,0
23,1,0,0,0,0,"/fellowshipfinder","/fsfinder","/同好招募
/fellowshipfinder、/fsfinder
打開同好招募視窗。","/同好招募","",32,0
24,1,0,0,0,0,"/collection","/coll","/重要物品
/collection、/coll
打開重要物品視窗。","/重要物品","",32,0
25,1,0,0,0,0,"/newgame+","/ng+","/昔日重現模式
/newgame+、/ng+
打開昔日重現模式視窗。","/昔日重現模式","",32,0
26,2,1,2,0,0,"/dice","","/擲骰 聊天頻道 上限值
/dice
從0～999中隨機抽取一個數字發送到目前或指定聊天頻道。
>>可指定頻道：
小隊(party)
團隊(alliance)
公會(freecompany)
戰隊(pvpteam)
通訊貝1-8(linkshell1-8)
跨服貝1-8(cwlinkshell1-8)
省略輸入指定頻道時，會在目前頻道發言。
※設成巨集使用時必須指定聊天頻道。

>>上限值（2～999）
在隨機抽選數字時指定上限值。指定上限值後，數字將從（1～上限值）的範圍內抽選。省略上限值時則從（0～999）的範圍內進行抽選。
>>示例
/擲骰
在目前聊天頻道發送隨機擲骰數字。
/擲骰 16
在目前聊天頻道發送從1～16範圍內的隨機擲骰數字。
/擲骰 跨服貝1
在跨服通訊貝1發送隨機擲骰數字。
/擲骰 跨服貝1 16
在跨服通訊貝1～16中發送隨機擲骰數字。","/擲骰","",36,1000
