key,0
#,Text
int32,str
0,""
1,"連鎖 <Value>IntegerParameter(1)</Value>以上"
2,"力量 <Value>IntegerParameter(1)</Value>以上"
3,"靈巧 <Value>IntegerParameter(1)</Value>以上"
4,"耐力 <Value>IntegerParameter(1)</Value>以上"
5,"智力 <Value>IntegerParameter(1)</Value>以上"
6,"精神 <Value>IntegerParameter(1)</Value>以上"
7,"信仰 <Value>IntegerParameter(1)</Value>以上"
8,"<Gui(56)/>火 <Value>IntegerParameter(1)</Value>以上"
9,"<Gui(57)/>冰 <Value>IntegerParameter(1)</Value>以上"
10,"<Gui(58)/>風 <Value>IntegerParameter(1)</Value>以上"
11,"<Gui(59)/>土 <Value>IntegerParameter(1)</Value>以上"
12,"<Gui(60)/>雷 <Value>IntegerParameter(1)</Value>以上"
13,"<Gui(61)/>水 <Value>IntegerParameter(1)</Value>以上"
14,"獲得力 <Value>IntegerParameter(1)</Value>以上"
15,"鑑別力 <Value>IntegerParameter(1)</Value>以上"
16,"獲得力 <Value>IntegerParameter(1)</Value>以下"
17,"鑑別力 <Value>IntegerParameter(1)</Value><If(IntegerParameter(2))>以上<Else/>以下</If>"
18,"<Sheet(Status,IntegerParameter(1),0)/>狀態"
19,"GP上限 <Value>IntegerParameter(1)</Value>以上"
20,"<Sheet(Item,IntegerParameter(1),0)/><If(IntegerParameter(2))>裝備時<Else/>未裝備時</If>"
