key,0,1,2,3
#,,,,
int32,uint16,int32,str,str
0,1,0,"",""
1,282,82107,"海霧村風格","拉諾西亞樣式小型住宅的裝修風格
防潮措施非常完善"
2,283,82108,"海霧村風格","拉諾西亞樣式中型住宅的裝修風格
防潮措施非常完善"
3,284,82109,"海霧村風格","拉諾西亞樣式大型住宅的裝修風格
防潮措施非常完善"
4,342,82104,"薰衣草苗圃風格","黑衣森林樣式小型住宅的裝修風格
充分使用了黑衣森林的森林資源"
5,343,82105,"薰衣草苗圃風格","黑衣森林樣式中型住宅的裝修風格
充分使用了黑衣森林的森林資源"
6,344,82106,"薰衣草苗圃風格","黑衣森林樣式大型住宅的裝修風格
充分使用了黑衣森林的森林資源"
7,345,82101,"高腳孤丘風格","薩納蘭樣式小型住宅的裝修風格
降低了晝夜溫差對室內的影響"
8,346,82102,"高腳孤丘風格","薩納蘭樣式中型住宅的裝修風格
降低了晝夜溫差對室內的影響"
9,347,82103,"高腳孤丘風格","薩納蘭樣式大型住宅的裝修風格
降低了晝夜溫差對室內的影響"
10,649,82113,"白銀鄉風格","東方樣式小型住宅的裝修風格
使用了能適應四季變遷的工藝與建材"
11,650,82114,"白銀鄉風格","東方樣式中型住宅的裝修風格
使用了能適應四季變遷的工藝與建材"
12,651,82115,"白銀鄉風格","東方樣式大型住宅的裝修風格
使用了能適應四季變遷的工藝與建材"
13,980,82110,"穹頂皓天風格","庫爾札斯樣式小型住宅的裝修風格
配備了對抗嚴寒的各項住宅機能"
14,981,82111,"穹頂皓天風格","庫爾札斯樣式中型住宅的裝修風格
配備了對抗嚴寒的各項住宅機能"
15,982,82112,"穹頂皓天風格","庫爾札斯樣式大型住宅的裝修風格
配備了對抗嚴寒的各項住宅機能"
16,1249,82116,"簡裝風格","小型住宅用極簡主義裝修風格
使用特殊的建築手法減少了支柱與房梁，讓屋內看起來通透開闊"
17,1250,82117,"簡裝風格","中型住宅用極簡主義裝修風格
使用特殊的建築手法減少了支柱與房梁，讓屋內看起來通透開闊"
18,1251,82118,"簡裝風格","大型住宅用極簡主義裝修風格
使用特殊的建築手法減少了支柱與房梁，讓屋內看起來通透開闊"
