key,0
#,String
int32,str
0,""
1,"忠義量譜"
2,"開啟<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>鋼鐵信念<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現顯示該技能發動狀態的量譜。
想要集中仇恨時，建議發動鋼鐵信念。"
3,"<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>職業量譜的說明可以隨時在技能功能表中進行查看。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
4,"忠義量譜"
5,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>忠義精通<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>忠義量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
該量譜不僅會顯示鋼鐵信念的狀態，還會顯示騎士的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>忠義<UIGlow>01</UIGlow><UIForeground>01</UIForeground>效果的具體量值。
自動攻擊命中時會累積忠義量值，消耗忠義量值可以發動<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>盾陣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、45級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>保護<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和62級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>干預<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
6,"獸魂量譜"
7,"開啟<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>防禦者<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現顯示該技能發動狀態的量譜。
想要集中仇恨時，建議發動防禦者。"
8,"獸魂量譜"
9,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>獸魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>獸魂量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
該量譜不僅會顯示守護的狀態，還會顯示代表戰士心中野性的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>獸魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的具體量值。
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>原初之魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和45級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>鋼鐵旋風<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能都需要通過消耗累積的獸魂量值才能發動。
獸魂量值可以通過發動特定的技能進行累積。"
10,"暗血量譜"
11,"開啟<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>深惡痛絕<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現顯示該技能發動狀態的量譜。
想要集中仇恨時，建議發動深惡痛絕。"
12,"暗黑量譜"
13,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波動<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
暗黑量譜會顯示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的持續時間。發動<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波動<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和40級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑鋒<UIGlow>01</UIGlow><UIForeground>01</UIForeground>可以附加暗黑狀態。
暗黑狀態中自身攻擊所造成的傷害提高。"
14,"暗血量譜"
15,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗血<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗血量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
該量譜會顯示暗血的具體量值。<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>血濺<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和64級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>寂滅<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能都需要通過消耗累積的暗血量值才能發動。
暗血量值可以通過發動特定的技能進行累積。"
16,"暗黑量譜"
17,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>至黑之夜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，暗黑量譜會顯示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗技<UIGlow>01</UIGlow><UIForeground>01</UIForeground>狀態。
消耗<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>至黑之夜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的防護罩效果可以附加暗技狀態。
附加暗技狀態後，可以通過只消耗暗技不消耗MP的方式來發動<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑波動<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暗黑鋒<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
18,"暗黑量譜"
19,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>掠影示現<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，一同戰鬥的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>英雄的掠影<UIGlow>01</UIGlow><UIForeground>01</UIForeground>會變成實體。暗黑量譜可以顯示英雄的掠影實體存在的剩餘時間。"
20,"百合花莖量譜"
21,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>神秘百合<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>百合花莖量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，
以顯示當前<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>治療百合<UIGlow>01</UIGlow><UIForeground>01</UIForeground>開花的數量。
當自身處於戰鬥狀態時，每過一定時間就會開放一朵治療百合，
消耗百合可以發動<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>安慰之心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和76級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>狂喜之心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
22,"百合花莖量譜"
23,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>安慰之心效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，百合花莖量譜會顯示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>血百合<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的狀態。發動需要消耗治療百合的技能，可以使血百合逐漸開放。
當血百合完全開放時，即可發動<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>苦難之心<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
24,"乙太超流量譜"
25,"發動<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太超流<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>乙太超流量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以顯示當前附加的乙太超流量值。"
26,"異想量譜"
