key,0
#,
int32,str
0,""
1,"歡迎光臨莫雯卓越商會的綜合貿易店！"
2,"這裡是以誠信為本的莫雯商會直營的綜合貿易店，
您可以使用亞拉戈神典石等道具來交換由本商會精明的商人們
以及稍微有些個性的妖精們收集到的各種珍品、優品。
還請您多多光顧！"
3,"歡迎光臨工票交易窗口！"
4,"這裡可以使用本商會獨自發行的貨幣
巧手工票以及大地工票進行交易。
使用這些工票能夠換取到
製作與採集所需的各種道具。
請務必多多光顧！"
5,"歡迎光臨大地工票交易窗口！"
6,"這裡可以使用本商會獨自發行的貨幣大地工票進行交易。
使用大地工票能夠換取到採集所需的各種道具。
請務必多多光顧！"
7,"狼印戰績交易窗口"
8,"這裡可以用狼印戰績進行交易。
用各位在戰鬥訓練中獲得的狼印戰績，
可以換到專用的裝備以及各種物資。
刻苦訓練、磨練技巧，變得更加強大吧！
願水晶給予你指引！"
9,"歡迎光臨羅兒·烏兒的商店！"
10,"這裡是最歡迎人類工匠，
並且可以交換閃閃發光的巧手工票以及大地工票的交易窗口！
交換各種工票可以獲得許多非常、非常棒的東西！
妖精王的小樹苗可要好好陪著羅兒·烏兒進行店鋪遊戲哦！"
11,"歡迎來到珍品資材院的訂購窗口。"
12,"……由於特殊情況，本視窗現在可以使用羅薇娜商會發行的
巧手工票和大地工票進行交易。
使用這些工票能夠換取到
製作與採集所需的各種道具。
請無需多慮，儘管隨意使用。"
13,"歡迎光臨露天市集商人協會的綜合商店！"
14,"這裡是露天市集商人協會營運的綜合商店。
您可以使用亞拉戈神典石等道具來交換
由著名的羅薇娜商會網羅到的的各種珍品、優品。
還請您多多光顧！"
