key,0,1,2,3,4,5,6,7,8,9,10
#,Category,SubType,Image,,UnlockCondition,,,,,SortKey,Name
int32,byte,byte,Image,byte,BannerCondition,uint16,uint16,uint16,byte,uint16,str
0,0,0,0,0,1,0,0,0,0,0,"無"
1,2,0,194002,0,1,0,0,0,1,1,"光澤"
2,2,0,194003,0,1,0,0,0,1,6,"四邊形"
3,2,0,194004,0,1,0,0,0,1,7,"圓點"
4,2,0,194005,0,1,0,0,0,1,8,"菱形"
5,2,0,194006,0,1,0,0,0,1,2,"格紋"
6,2,0,194007,0,1,0,0,0,1,3,"斜線"
7,2,0,194008,0,1,0,0,0,1,4,"雙色"
8,2,0,194009,0,1,0,0,0,1,5,"三角形"
9,2,0,194010,0,1,0,0,0,1,10,"羊皮紙"
10,2,0,194011,0,1,0,0,0,1,9,"角花"
11,1,0,195002,0,1,0,0,0,1,1,"陰影"
12,1,0,195003,0,1,0,0,0,1,2,"光彩"
13,1,0,195004,0,1,0,0,0,1,3,"圓點"
14,1,0,195005,0,1,0,0,0,1,4,"手冊"
15,1,0,195006,0,1,0,0,0,1,5,"剪貼簿"
16,1,0,195007,0,1,0,0,0,1,6,"魔法陣"
17,1,0,195008,0,1,0,0,0,1,7,"羊皮紙"
18,1,0,195009,0,1,0,0,0,1,8,"塗料"
19,1,0,195010,0,1,0,0,0,1,9,"金屬看板"
20,1,0,195011,0,1,0,0,0,1,10,"書籍"
21,3,0,197002,0,1,0,0,0,1,3,"標籤"
22,3,0,197003,0,1,0,0,0,1,4,"歡迎回來"
23,3,0,197004,0,1,0,0,0,1,5,"金屬圓環"
24,3,0,197005,0,1,0,0,0,1,6,"職業標籤：防護職業"
25,3,0,197006,0,1,0,0,0,1,8,"職業標籤：進攻職業"
26,3,0,197007,0,1,0,0,0,1,7,"職業標籤：治療職業"
27,3,0,197008,0,1,0,0,0,1,1,"簡易邊框：棕色"
28,3,0,197009,0,1,0,0,0,1,2,"簡易邊框：金屬"
29,3,0,197010,0,1,0,0,0,1,9,"便利貼"
30,3,0,197011,0,1,0,0,0,1,10,"剪貼簿"
31,4,0,198002,0,1,0,0,0,1,3,"黑色"
32,4,0,198003,0,1,0,0,0,1,2,"白色"
33,4,0,198004,0,1,0,0,0,1,5,"寶石邊框（複雜）"
34,4,0,198005,0,1,0,0,0,1,4,"寶石邊框（簡易）"
35,4,0,198006,0,1,0,0,0,1,6,"利姆薩·羅敏薩"
36,4,0,198007,0,1,0,0,0,1,7,"格里達尼亞"
37,4,0,198008,0,1,0,0,0,1,8,"烏爾達哈"
38,4,0,198009,0,1,0,0,0,1,1,"金屬"
39,4,0,198010,0,298,0,0,0,1,10,"九宮幻卡EX"
40,4,0,198011,0,298,0,0,0,1,9,"九宮幻卡"
41,5,0,199002,0,1,0,0,0,1,1,"Gil"
42,5,0,199003,0,1,0,0,0,1,2,"羽毛筆"
43,5,0,199004,0,1,0,0,0,1,3,"貼紙"
44,5,0,199005,0,1,0,0,0,1,4,"地圖"
45,5,0,199006,0,1,0,0,0,1,5,"蝴蝶結"
46,5,0,199007,0,1,0,0,0,1,6,"信件"
47,5,0,199008,0,1,0,0,0,1,7,"音符"
48,5,0,199009,0,1,0,0,0,1,8,"花束"
49,5,0,199010,0,1,0,0,0,1,9,"便利貼"
50,5,0,199011,0,1,0,0,0,1,10,"郵票"
51,2,0,194201,0,156,0,0,0,2,2000,"劍術士"
52,2,0,194202,0,157,0,0,0,2,2001,"斧術士"
53,2,0,194203,0,158,0,0,0,2,2002,"幻術士"
54,2,0,194204,0,159,0,0,0,2,2003,"格鬥士"
55,2,0,194205,0,160,0,0,0,2,2004,"槍術士"
56,2,0,194206,0,161,0,0,0,2,2005,"雙劍士"
57,2,0,194207,0,162,0,0,0,2,2006,"弓術士"
58,2,0,194208,0,163,0,0,0,2,2007,"咒術士"
59,2,0,194209,0,164,0,0,0,2,2008,"巴術士"
60,2,0,194210,0,300,0,0,0,2,2050,"騎士"
61,2,0,194211,0,301,0,0,0,2,2051,"戰士"
62,2,0,194212,0,302,0,0,0,2,2052,"暗黑騎士"
63,2,0,194213,0,303,0,0,0,2,2053,"絕槍戰士"
64,2,0,194214,0,304,0,0,0,2,2054,"白魔道士"
65,2,0,194215,0,305,0,0,0,2,2055,"學者"
66,2,0,194216,0,306,0,0,0,2,2056,"占星術師"
67,2,0,194217,0,307,0,0,0,2,2057,"賢者"
68,2,0,194218,0,308,0,0,0,2,2058,"武僧"
69,2,0,194219,0,309,0,0,0,2,2059,"龍騎士"
70,2,0,194220,0,310,0,0,0,2,2060,"忍者"
71,2,0,194221,0,311,0,0,0,2,2061,"武士"
72,2,0,194222,0,312,0,0,0,2,2062,"奪魂者"
