key,0,1,2
#,Image,Text,NpcName
int32,Image,str,str
0,0,"",""
1,0,"",""
2,0,"",""
3,0,"",""
4,0,"",""
5,0,"“蒼天街”重建工程終於要開始了。","弗朗塞爾"
6,0,"“蒼天街”重建工程終於要開始了。","弗朗塞爾"
7,0,"主要窗口整備完成！","波特金"
8,0,"主要窗口整備完成！","波特金"
9,0,"請協助改善施工作業環境！","莉茲貝絲"
10,0,"請協助改善施工作業環境！","莉茲貝絲"
11,0,"“無名眾人廣場”的整備作業完成了！","弗朗塞爾"
12,70301,"感謝大家前來協助。
我是擔任蒼天街重建工程總監的弗朗塞爾·德·艾因哈特。
在大家的幫助下，蒼天街的重建工程正式開始了。

目前我們正在推進蒼天街入口處“無名眾人廣場”的整備作業。
此處完工後預定成為供各位工匠利用的正式窗口，
為今後工程提供便利的重要設施將匯聚於此。
還請大家多多幫忙，在此提前感謝大家了。

弗朗塞爾",""
13,70302,"要是湊齊了足夠的物料，
就能開始著手進行第一次的“聯合重建工程”了。
關於工程作業流程如下，請各位詳細確認。

1.從物資存放處領取物料
2.在一次工地加工物料
3.在最終工地進行建造

以上為工程全部內容，那就拜託了。

奧格伯特",""
14,70303,"我是負責物資交付的波特金！
感謝前幾天各位協助整備物資交付窗口！
為了能讓各位順暢地交付物資，我會盡全力為各位服務！

目前正準備在“無名眾人廣場”的西側建設新的設施！
期待各位能夠積極交付物資！

波特金",""
15,70304,"要是湊齊了足夠的物料，
就能開始著手進行第二次的“聯合重建工程”了。
工程作業流程與上回相同，不過為了以防萬一再次提醒各位。

1.從物資存放處回收物料
2.在一次工地加工物料
3.在最終工地進行建造

以上為工程全部內容，那就拜託了。

奧格伯特",""
16,70305,"各位工匠，
感謝你們平日以來的貢獻！

“無名眾人廣場”可以說是重建工程的中心！
那就應該變得更舒適……不對，是必須改善工作環境才對！
比如說點燃篝火……再換塊新的<Sheet(EObj,2010775,0)/>什麼的……
為此拜託請各位湊齊所需物料！

莉茲貝絲",""
17,70306,"第三次聯合重建工程分為兩個部分。

【篝火的整備工作】
1.從物資存放處回收物料
2.在一次工地加工燃料
3.將燃料放入篝火

【追加設備的整備工作】
1.從物資存放處回收物料
2.在一次工地加工物料
3.在最終工地進行建造
以上為工程全部內容，那就拜託了。

奧格伯特",""
18,70307,"“無名眾人廣場”整備計畫的全工程終於完成了。
在下次重建工程計畫立案之前，
請各位繼續協助進行物資的籌備工作。

重建工程還只是剛剛起步，
為此需要大量的時間與勞力。
不過我想將這條街建成充滿笑容溫暖人心的街道。

為此今後仍然需要各位的協助。
請各位繼續協助重建工程吧。

弗朗塞爾",""
19,0,"交付蒼天街所需要的製品
必須是到達一定水準的“收藏品”。

此外關於委託品的製作方法，請在聽取完物品交付管理員波特金的說明後，確認“製作筆記”中“重建伊修加爾德”項目。

物品交付管理員波特金不僅負責交付物品的管理，他同時也負責委託品的確認與繳納<Sheet(Item,28063,0)/>的工作,有空的時候請隨意拜訪他。

根據交付製品的品質與種類會繳納相應數量的<Sheet(Item,28063,0)/>。

收下的製品將會被完全用於重建工程，希望各位工匠可以大量交付製品。",""
20,0,"“聯合重建工程”是需要大量人員參加的大規模工程計畫。
交付的物資達到指定數量後即可開工。

為了能召集更多的工匠參加施工作業，
事先將會在<Sheet(EObj,2010775,0)/>上貼出告示，
有意者可隨時來此確認進度資訊。

此外雖然作業內容各式各樣，不過因為需要進行剷除瓦礫或是建造建築等作業，因此參加施工的人員僅限於製作以及採集職業者。每次工程都會張貼專門的告示，可在上面確認詳細資訊。

對於協助重建工程的工匠，我們將會繳納<Sheet(Item,28063,0)/>。
還望各位踴躍參加。

<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>此外，伴隨重建計畫的完成，
目前已經終止聯合重建工程的招募工作。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>",""
21,0,"“重建伊修加爾德”是我國上議院與下議院共同承認的公共事業計畫。
目前我國不問身份與出身，正在以公募的形式招聘人員。
我國正請外國來的優秀工匠們進行技術指導以及提供優質上成的製品。


此外蒼天街還發行了特殊票據“<Sheet(Item,28063,0)/>”。重建工程的報酬將以此票據進行繳納，此票據可以在蒼天街兌換各種各樣的物品。
具體物品種類請向相關負責人艾妮進行確認。

除此之外，這邊還設置了<Sheet(EObj,2010775,0)/>，以方便每日造訪蒼天街的各位工匠確認重建進度。
關於目前正在重建的區域以及“聯合重建工程”的情報將由相關負責人進行更新，推薦各位工匠能夠定期前來確認。

請工匠們為重建伊修加爾德盡一份力！

<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>此外，重建計畫已經大功告成，
感謝各位工匠一直以來的協助。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>",""
22,0,"開始進行十字鎬大街的整備計畫！","弗朗塞爾"
23,0,"開始進行聖羅艾勒廣場的整備計畫！","弗朗塞爾"
24,0,"開始進行新巢居住區的整備計畫！","弗朗塞爾"
25,0,"本期的重建工程計畫全部完成了！","弗朗塞爾"
26,70308,"感謝大家每天對重建工作所做出的貢獻。
我是擔任蒼天街重建工程總監的弗朗塞爾·德·艾因哈特。

在上回的整備計畫中，由於各位的熱情超出了我們的想像，致使沒能很好地做出應對，給各位工匠添麻煩了。
今後我們會持續對此進行改進，請各位工匠繼續協助重建工程。

本期的預定計劃是建設新巢居住區，為在戰災中失去了家的市民們提供住所。
為此需要先對十字鎬大街以及聖羅艾勒廣場進行整備作業。
還請大家多多幫忙，拜託大家了。

弗朗塞爾",""
27,70309,"我是蒼天街重建工程的現場監督奧格伯特。
本期首次聯合重建工程的目標是清除倒塌在這個廣場北邊的石塔殘骸。
請按照以下的順序進行作業。

1.將大塊瓦礫進行粉碎
2.挑選可以搬運的瓦礫碎片
3.將瓦礫碎片搬運至堆積處

以上為工程全部內容，那就拜託了。

奧格伯特",""
