key,0,1,2,3,4,5,6
#,Type,IconType,Image,TextType,Text[0],Text[1],Text[2]
int32,byte,byte,Image,byte,str,str,str
0,0,0,0,0,"","",""
1,0,0,150011,0,"","",""
2,0,0,150012,0,"","",""
3,0,0,0,0,"","",""
4,0,0,0,0,"","",""
5,1,1,150021,1,"
可以觸發任務的角色頭上都顯示有一個醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務圖示<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>滑鼠右鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>點擊人物或圖示會開始任務相關對話。","
可以觸發任務的角色頭上都顯示有一個醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務圖示<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>滑鼠右鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>點擊人物或圖示會開始任務相關對話。","
可以觸發任務的角色頭上都顯示有一個醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務圖示<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>滑鼠右鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>點擊人物或圖示會開始任務相關對話。"
6,1,1,150022,1,"
可以觸發任務的角色頭上都顯示有一個醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務圖示<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

按<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>確認鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>選擇人物會開始任務相關對話。","
可以觸發任務的角色頭上都顯示有一個醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務圖示<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

按<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>確認鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>選擇人物會開始任務相關對話。","
可以觸發任務的角色頭上都顯示有一個醒目的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務圖示<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。

按<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>確認鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>選擇人物會開始任務相關對話。"
7,0,0,0,0,"","",""
8,0,0,0,0,"","",""
9,0,0,0,0,"","",""
10,1,1,150121,0,"
接受任務時，在彈出的接受視窗中會顯示出任務概況及報酬。

點擊<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>接受<UIGlow>01</UIGlow><UIForeground>01</UIForeground>按鈕後便會開始任務。","",""
11,1,1,150121,0,"
接受任務時，在彈出的接受視窗中會顯示出任務概況及報酬。

按下<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>接受<UIGlow>01</UIGlow><UIForeground>01</UIForeground>按鈕後便會開始任務。","",""
12,0,0,0,0,"","",""
13,0,0,0,0,"","",""
14,0,0,0,0,"","",""
15,1,1,150811,1,"
在任務的最後一步時，目標角色的頭上會顯示出表示<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務終點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的符號。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>滑鼠右鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>點擊人物或圖示會開始任務相關對話，並在完成任務之後獲得經驗值及Gil等相應的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>報酬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。","
在任務的最後一步時，目標角色的頭上會顯示出表示<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務終點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的符號。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>滑鼠右鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>點擊人物或圖示會開始任務相關對話，並在完成任務之後獲得經驗值及Gil等相應的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>報酬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。","
在任務的最後一步時，目標角色的頭上會顯示出表示<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>任務終點<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的符號。

用<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>滑鼠右鍵<UIGlow>01</UIGlow><UIForeground>01</UIForeground>點擊人物或圖示會開始任務相關對話，並在完成任務之後獲得經驗值及Gil等相應的<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>報酬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。"
