key,0,1,2,3,4,5,6,7,8
#,Image,Icon,,UnlockCondition,,,,SortKey,Name
int32,Image,Image,byte,BannerCondition,uint16,uint16,uint16,uint16,str
0,0,82091,0,0,0,0,0,0,"無"
1,190002,82091,1,1,0,0,0,1,"灰色"
2,190003,82091,1,1,0,0,0,3,"四邊形"
3,190004,82091,1,1,0,0,0,4,"紫色"
4,190005,82091,1,1,0,0,0,5,"漸變色：防護職業"
5,190006,82091,1,1,0,0,0,7,"漸變色：進攻職業"
6,190007,82091,1,1,0,0,0,6,"漸變色：治療職業"
7,190008,82091,1,1,0,0,0,2,"羊皮紙"
8,190009,82091,1,1,0,0,0,9,"乙太空間"
9,190010,82091,1,1,0,0,0,8,"木製隔板"
10,190011,82091,1,1,0,0,0,10,"虛無界空間"
11,190301,82091,2,124,0,0,0,2150,"騎士（華麗）"
12,190302,82091,2,125,0,0,0,2151,"戰士（華麗）"
13,190303,82091,2,126,0,0,0,2152,"暗黑騎士（華麗）"
14,190304,82091,2,127,0,0,0,2153,"絕槍戰士（華麗）"
15,190305,82091,2,128,0,0,0,2154,"白魔道士（華麗）"
16,190306,82091,2,129,0,0,0,2155,"學者（華麗）"
17,190307,82091,2,130,0,0,0,2156,"占星術師（華麗）"
18,190308,82091,2,131,0,0,0,2157,"賢者（華麗）"
19,190309,82091,2,132,0,0,0,2158,"武僧（華麗）"
20,190310,82091,2,133,0,0,0,2159,"龍騎士（華麗）"
21,190311,82091,2,134,0,0,0,2160,"忍者（華麗）"
22,190312,82091,2,135,0,0,0,2161,"武士（華麗）"
23,190313,82091,2,136,0,0,0,2162,"奪魂者（華麗）"
24,190314,82091,2,137,0,0,0,2164,"吟遊詩人（華麗）"
25,190315,82091,2,138,0,0,0,2165,"機工士（華麗）"
26,190316,82091,2,139,0,0,0,2166,"舞者（華麗）"
27,190317,82091,2,140,0,0,0,2167,"黑魔道士（華麗）"
28,190318,82091,2,141,0,0,0,2168,"召喚士（華麗）"
29,190319,82091,2,142,0,0,0,2169,"赤魔道士（華麗）"
30,190401,82091,10,143,0,0,0,3000,"星極隊"
31,190402,82091,10,144,0,0,0,3001,"靈極隊"
32,190403,82091,5,145,0,0,0,3200,"第1賽季水晶衝突：王者"
33,190404,82091,5,146,0,0,0,3201,"第1賽季水晶衝突：勇者"
