key,0
#,
int32,str
0,""
1,"在這渴望灣地區，月門基地正規劃建造多種實驗性設施，包括核心設施、長距離運輸系統宇宙快線、居住艙等，旨在為太空探索與星外活動做準備，因此所需建材數量極為龐大。關於需求量最大的金屬板，考慮到未來星外開採及廣泛用途需求，我們制定了宇宙探索計畫專用規格。希望能委託您按照指定規格籌集金屬板。"
2,"月精金礦雖是月球特有的礦物，但渴望灣出產的礦石似乎具有更高的硬度。這種特性使其非常適合用於建造宇宙飛船及各類月面設施，因此我們希望今後能開發其用途，確保在計畫中充分加以利用。為便於基於統一規格展開研究，能否請您將採集的原礦加工成標準錠，並建立充足的儲備？"
3,"宇宙探索計畫中雖然投入了多種設備，但若為每台設備配備專用零件，將對現場管理帶來巨大負擔。為此，所有設備使用的元件原則上採統一規格以便於管理。此次報告提及的短缺元件——包括設備接合元件、驅動元件等施工急需品——均屬於高優先級物資。請務必按照指定規格進行生產，並確保庫存充足。"
4,"由於這畢竟是一項大規模工程，包括損耗工具的更換在內，經常出現無法為作業人員配齊完好工具和工作服的情況。長久下去，恐怕會對作業品質和團隊士氣造成影響。因此希望您協助籌集當前緊缺物資，尤其是工具類物品。期待計畫參與者能夠透過嶄新精良的工具，提升作業效率。"
5,"多虧研究團隊的活躍表現，我們在流星的淚痕發現的隕石中檢測到了多種有益礦物。但是也從素材中檢測出了特殊反應，狀態似乎不太穩定。若要將其作為資源利用，還需要進行精細加工。希望您作為熟練工匠對這些原礦進行處理，在謹慎觀察的同時妥善加工驗證。若驗證成功，或許能開闢出一條新資源的利用之路。"
6,"這似乎是薩雷安這個國家的固有特色——參與宇宙探索計畫的新成員來自形形色色的地區。嗯，即便想在設施中營造亞伊太利斯的特色，僅僅引入某個特定地域的文化也遠遠不夠。所以為改善居住環境，希望您能重現亞伊太利斯各地的特色家具。即便每個地區只能配置少量家具，也要盡可能廣泛地涵蓋各地方特色。此事雖費工夫，還請萬事拜託。"
7,"此次希望驗證使用月球可獲取的各類資材能達到何種精密加工水準。姑且以亞伊太利斯的工藝品為參考基準，但若能順利應用精密加工技術，相信對今後計畫內的加工作業也將大有裨益。同時，若能將這些加工品用於改善月門基地內的居住環境，必將取得更佳成效。請務必在確保部件精度的前提下，對材料進行精密加工並施以精妙紋飾。"
8,"雖然月面一樣有陽光及星光照射，但與擁有漫射大氣層的地表相比，難免顯得較為昏暗。然而，為了盡可能為計畫參與者們提供與地表同等的工作環境，包含月門基地周邊在內，我們擬在本次作業全域增設照明設備以確保照明充足。我們已制定好各區域照明裝置的安裝方案，不知可否委託您負責籌集設備？"
9,"從地表新加入的多名計畫參與者針對渴望灣的作業環境，提出了「寒冷、昏暗、不便」等抱怨與改善訴求。雖然我們希望參與者能暫且忍耐部分不便，但所有改善訴求均為值得重視的寶貴意見。身為計畫主持方，我們理應致力於營造舒適的工作環境。為全面提升所有參與者的作業環境，望能配備輔助各項作業的新設備與器材。"
10,"經過探勘後，已確認到月底地下空間存有液態及氣態燃料等地質資源。若能對這些資源展開研究並開發應用方向，無疑將為後續計畫帶來顯著助益。請立即籌集必要容器及儲罐，以便將採集到的液態與氣態物質密閉保存，並安全運輸至月門基地的主要研究中心。"
11,"目前月門基地等設施的室內裝修雖然採用了我們建議的基礎建材，但現已發現這些材料在未知的星外環境中，結構強度存在隱患，該問題已被列為整體計畫的重要課題。為徹底解決此問題，擬將現有裝潢材料全面更換為硬度與耐久度更具保障的新型建材。不知可否委託您重新製作適用於基地設施及宇宙飛船內部的加固金屬隔斷與內裝材料？"
12,"隨著計畫發展，需管理及儲存的備品數量、基地駐留人員以及使用區域面積均呈急速成長。有鑑於此，現需委託您承製月門基地周邊規劃部署的大型設備，具體包括：大型倉儲設備、作業平台及照明系統，皆為本次委託籌備的物品。針對大型資材或工程複雜的項目，將實施階段性成果回報機制，請於完成各工程節點後立即提交進度報告，我方將根據階段性成品之品質進行動態評鑑。"
13,"現正式委託您承製月門基地擴建計畫所需的大型科研及生活設備，同時配套製作備用維修元件。本次重點籌備對象包括：大型蓄水池、保險箱及自動販賣機等設備。鑒於此類設備對運行精度有嚴格要求，施工品質務必力求精確。待您完成所有精密加工工序後，因涉及重型設備運輸，將由我方專業工程團隊負責最終就位安裝。"
14,"正如您所知，我們正在建造的新型宇宙飛船，乃進行外星探索的重要設備。特此委託您研製飛船外裝主材的硬質合金，該材料將同時用於航行耗材及維修用的庫存材料。鑒於飛船需沿宙脈飛行，所供合金必須具備在奔騰的乙太流中也能保持穩定的特性。請按照宇宙飛船技術規格要求，加工製作專用硬質裝甲板及配套組件。"
15,"在月球及未來探索的未知星球上，地表可能會存在各種不同的地形障礙。能在此時大顯身手的正是無人機！不僅限於物資運輸，對於人員難以抵達的複雜地貌，我們更期待能透過高空精密偵查實現全方位勘察。為滿足多方面需求，可否請您提供自訂無人機功能所需的各類專用組件？"
16,"根據傳承錄記載，地面與嘆息海地區存在若干極為稀有的特殊物質。最新探勘顯示，渴望灣同樣發現了傳承錄級別的珍稀素材，現需以其為原料研製、對探索計畫能有突破性進展的尖端裝備。鑒於稀有素材加工難度極高，請務必做好萬全準備後再行著手。我們將配發於作業中產生特殊效果的裝置，因使用次數有限，請嚴格把握最佳使用時機。"
17,"誠然，我們的計畫目標是宇宙探索，但小至參與者制服與工作服，大至居住艙內各類陳設，諸多領域仍需要大量使用亞伊太利斯常見的非金屬類素材，這些材料同樣是不可或缺的戰略資源。鑒於基礎素材需求量龐大，總部將實行統一調配管理，因此我們制定了宇宙探索計畫專用規格。現希望按照指定規格籌集非金屬基礎材料。"
