key,0,1,2,3,4,5,6,7,8,9,10
#,Quest,,UITab,Category,,QuestRedoUISmall,QuestRedoUILarge,QuestRedoUIWide,ChapterName,ChapterPart,Transient
int32,Quest,uint32,QuestRedoChapterUITab,QuestRedoChapterUICategory,byte,Image,Image,Image,str,str,str
0,0,0,0,0,0,0,0,0,"","",""
1,66060,0,1,30,1,114766,114166,114466,"新生艾奧傑亞1","","某位冒險者來到了受眾神眷顧之地——艾奧傑亞。
冒險者追求的是力量、名譽，或是財富嗎？還是說……
被母水晶引導的光之戰士、日後被人們稱為英雄的冒險者，
從這一刻開始，踏上了漫長的旅途。"
2,66060,0,1,30,2,114767,114167,114467,"新生艾奧傑亞2","","巡迴艾奧傑亞三國後，冒險者發現各國都面臨著嚴峻的問題。
正在此時，冒險者遇到了秘密組織“拂曉血盟”的一位成員。
為了探尋超越之力和自己所看到的幻象到底代表了什麼，
冒險者來到了拂曉血盟的根據地。"
3,66060,0,1,30,3,114768,114168,114468,"新生艾奧傑亞3","","在成功討伐了蠻神伊弗利特後，冒險者為眾人所矚目，
被認為是“光之戰士”再現。
聲名大噪的冒險者同樣引起了暗之使徒無影的注意，短暫對峙過後，
冒險者開始追蹤在艾奧傑亞暗中活躍的面具男無影拉哈布雷亞。"
4,66060,0,1,30,4,114769,114169,114469,"新生艾奧傑亞4","","在海雄旅團的幫助下，光之戰士成功地討伐了蠻神泰坦。
而注意到有人正暗中關注著這場激鬥的雅·修朵拉，
也明白了加雷馬帝國與無影之間的合作關係。
為了制定今後的行動方針，光之戰士回到了砂之家。"
5,66996,0,1,30,5,114770,114170,114470,"第七星曆1","","光之戰士一行成功突破了天幕魔導城，粉碎了帝國的野心。
人們終於走出了第七靈災的陰霾，開始邁向第七星曆。
對於以拯救艾奧傑亞為目標的拂曉血盟來說，這是一次巨大的邁進。
然而，開始受到關注的拂曉血盟也面臨著新的問題。"
6,65964,0,1,30,6,114771,114171,114471,"第七星曆2","","雖然艾奧傑亞進入了第七星曆，但各地依然動亂頻發。
蠻族與蠻神、消失的瓦爾島、難民的湧入與暴動，以及庫爾札斯的異端者……
阿爾菲諾創設的先鋒組織“水晶義勇隊”要面對艾奧傑亞堆積成山的問題，
一時有些應接不暇。"
7,67205,0,1,1,1,114701,114101,114401,"蒼天伊修加爾德 1","","在沙蠍眾羅羅力特的謀略下，拂曉血盟被扣上了暗殺女王的罪名。
名聲掃地的英雄與失意的阿爾菲諾共同踏上了前往北地庫爾札斯的路。
坐落在那片土地上的宗教城邦伊修加爾德，是一座閉關鎖國、獨自與龍族爭鬥了千年之久的獨特國家。"
8,67205,0,1,1,2,114702,114102,114402,"蒼天伊修加爾德 2","","造訪龍族的領域，見到了聖龍赫拉斯瓦爾格的一行人得知了有關龍詩戰爭起因的真相。
原來在很久很久以前，人類與龍族曾和平相處，是人類國王的背叛導致了兩族的對立……
為了阻止悲劇的延續，光之戰士與蒼天之龍騎士向邪龍發起了挑戰。"
9,67783,0,1,1,3,114703,114103,114403,"龍詩戰爭終章","","付出莫大的犧牲後，光之戰士在魔大陸的決戰中取得了最終勝利，斬斷了導致戰爭無法終結的要因。
但這並不意味著紛爭能立刻結束……
任誰都能看出，在伊修加爾德前進的道路上，還有著無數的艱難險阻等在那裡。"
10,67895,0,1,1,4,114704,114104,114404,"龍詩戰爭尾聲","","經歷雲廊的決戰，尼德霍格的邪影消散，
持續千年的龍詩戰爭終告完結。
但一個故事的結束，也意味著另一個故事的開始。
此處記載了那位伯爵的回憶錄中未曾收錄故事……"
11,68089,0,1,2,1,114705,114105,114405,"紅蓮解放者 1","","為了將阿拉米格從加雷馬帝國的殘暴統治中解放出來，
艾奧傑亞同盟軍開始了行動。
與此同時，東洲奧薩德次大陸也燃起了反攻的狼煙。
光之戰士的冒險之旅不再局限於艾奧傑亞，開始向東方邁進。"
12,68089,0,1,2,2,114706,114106,114406,"紅蓮解放者 2","","經過在紅玉海的冒險，光之戰士一行在曾經由多瑪統治的延夏之地再次目睹了帝國治下領地的慘狀。
為了拯救被代理總督夜露壓迫的百姓們，光之戰士一行向多瑪少主藏身的太陽神草原進發。"
13,68612,0,1,2,3,114707,114107,114407,"解放戰爭戰後 1","","解放，既是統治的終結，也是新生的開始。
站在時代臨界點上的人們，又能否勇敢面對過去和未來，做出自己的抉擇？
為建國奔走的莉瑟、被囚禁於昏暗牢房的芙朵拉、達成夙願的猛將勞班，
他們又將選擇怎樣的道路與歸宿？"
14,68721,0,1,2,4,114708,114108,114408,"解放戰爭戰後 2","","活躍在加雷馬帝國核心的“芝諾斯樣貌的男性”，
皇太子芝諾斯消失的遺體……
一連串謎團的背後都顯現出混沌使者無影干預的痕跡。
就在此時，一位使者造訪了拂曉血盟的總部石之家。"
15,69190,0,1,3,1,114709,114109,114409,"漆黑反叛者 1","","光之戰士成功從帝國的統治中解放了多瑪與阿拉米格，
然而支撐著英雄的拂曉賢人們卻在神秘的呼喚聲中接連倒下。
背向邊境線上戰火熊熊燃燒的基姆利特暗區，
冒險者毅然遵從聲音的指引，開啟了前往新世界的旅程……"
16,69190,0,1,3,2,114710,114110,114410,"漆黑反叛者 2","","暗之戰士一行為拉凱提卡大森林奪回了夜晚，
然而諾弗蘭特充滿無盡光明的地域還有很多。
將愛梅特賽爾克透露的驚人真相收於心底，
一行人再次踏上了叛逆的旅途。"
17,65580,0,3,4,1,114711,114111,114411,"巴哈姆特大迷宮","","由於奈爾·范·達納斯推進的“隕石計畫”，
衛月碎裂、墜落到了艾奧傑亞。
通過衛月的殘骸探索埋藏於地下的大迷宮，
探尋隱藏在黑暗中的“第七靈災的真相”吧！"
18,66031,0,3,5,1,114712,114112,114412,"水晶塔","","長久以來，人們都以為聖典中記述的絢麗水晶巨塔僅僅只是一個傳說。
然而，在第七靈災的影響下，水晶塔的身影出現在了摩杜納的土地上。
和探尋亞拉戈秘密的同伴們一起解開水晶塔之謎吧！"
19,67875,0,3,4,2,114713,114113,114413,"亞歷山大機神城","","一座機械巨城突然出現在了位於德拉瓦尼亞河谷地的沙利亞克河中段。
面對這新的蠻神威脅，光之戰士們再次挺身而出！
就這樣，一場穿越時光的大冒險拉開了帷幕。"
20,67910,0,3,5,2,114714,114114,114414,"瑪哈之影","","空賊，那是一群駕馭著自己心愛的飛空艇、自由翱翔於天空追尋各處秘境與秘寶的無畏之人。
然而在這樣一群人中間，近日卻流傳出了“有一條幽靈船在雲海中徘徊”的恐怖傳聞。
時值大航空時代，古代魔道士們建造的魔航船“方舟”顯露了它的身影。"
21,67930,0,3,6,1,114715,114115,114415,"上古眾神","","魔大陸阿濟茲封印著古代蠻神“三鬥神”，
其中的魔神賽菲羅特即將甦醒。
從來訪血盟的蛇心口中知曉了這一危機的光之戰士展開了新的死鬥……"
22,68693,0,3,4,3,114716,114116,114416,"歐米茄時空狹縫","","為了從蠻神的威脅中解救艾奧傑亞，
希德與尼祿啟動了古代兵器“歐米茄”。
它與神龍大戰一番後，消失在了基拉巴尼亞方向。
由此，一場超乎想像的戰鬥即將在時空狹縫展開。"
23,68725,0,3,5,3,114717,114117,114417,"重返伊瓦利斯","","遠東之國的黃金港迎來了一艘名為“初見號”的移動空中劇場。
這個憑藉音樂劇«黃道勇士傳奇»在加雷馬帝國極富盛名的劇團為何會來到這遠東的商港？
我們的故事即將重返那夢幻般的國度——伊瓦利斯。"
24,68702,0,3,6,2,114718,114118,114418,"四聖獸奇譚","","“典膳驅鬼”講的是一名武士帶著擁有神奇力量的“四聖獸”挑戰鬼怪的故事。
然而在這個傳說故事的背後，究竟隱藏著怎樣的真相呢？
紅玉海的角落裡，奇妙的物語正在拉開序幕。"
25,66038,0,2,7,1,114719,114119,114419,"非著名調查員","","在第七靈災中喪生的那個男人又回來了！
天知地知事件知，其乃漂泊的調查員——希爾迪布蘭德！
請和勇敢無畏且充滿智慧的紳士一起，
解決困擾艾奧傑亞人民的案件吧！"
