key,0,1
#,Image,Description
int32,Image,str
0,0,""
1,86801,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>南方博茲雅戰線是採用多個特殊規則和專用系統的任務！
請充分理解該任務的特徵，戰勝加雷馬帝國第四軍團吧！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

<UIForeground>0F</UIForeground>※下一頁將介紹南方博茲雅戰線的特殊規則。
請務必仔細閱讀，以便充分體驗該任務。<UIForeground>01</UIForeground>"
2,86801,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■參加本任務時的職業等級將被同步到80級！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

南方博茲雅戰線任務中，只要任意職業達到71級即可參加。
在參加任務時，當前職業等級將被同步到80級。
此外，不論現有裝備如何，都將被自動調整至最合適的品級，
因此無需提前準備裝備。

<UIForeground>0F</UIForeground>※參加任務的職業可以使用當前職業80級以內（包含80級）的全部技能。<UIForeground>01</UIForeground>"
3,86802,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■獲得戰果提升義軍等級！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

南方博茲雅戰線任務中專門設置了一種義軍等級。
戰果可以透過參加“衝突戰”、“緊急遭遇戰”等大規模作戰行動，
並取得一定的評價後得到提升。

<UIForeground>0F</UIForeground>※僅打倒魔獸或帝國兵無法獲得戰果。
戰果將在作戰行動完成時獲得，敬請注意！<UIForeground>01</UIForeground>"
4,86802,"戰果累積到一定程度時，
可以向據點內的義軍司令部軍官（義軍等級）報告。
當戰果達到一定程度，義軍等級將會提升。

隨著義軍等級的提升，行動的範圍會越來越廣，任務也會繼續推進。
為了今後更為有利地展開作戰活動，請積極地提升義軍等級。

<UIForeground>0F</UIForeground>※義軍等級必須經過戰果報告才能提升。
當戰果累積到一定程度時，請不要忘記向軍官報告！<UIForeground>01</UIForeground>"
5,86802,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■善用職業的等級同步規則！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

在完成大規模作戰行動的“衝突戰”以及“緊急遭遇戰”時
可以獲得提升職業等級的經驗值。

獲得的經驗值與戰果不同，無需經過報告即可像通常一樣，
在累積到規定的數值時將自動提升職業等級。

如果目前還有未滿80級的職業，請務必積極地善用等級同步規則！"
6,86803,"<UIForeground>08</UIForeground><UIGlow>04</UIGlow>■不知道該怎麼辦了！　這種時候……<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

甘戈斯的謝羅斯以及任務內的其他非玩家角色
將會為你解說規則及系統等事項。
如有不明，請積極地向非玩家角色詢問！"
