key,0,1
#,,
int32,uint16,str
0,0,""
1,1001,"騎士裝備"
2,1003,"武僧裝備"
3,1002,"戰士裝備"
4,1004,"龍騎士裝備"
5,1006,"吟遊詩人裝備"
6,1005,"忍者裝備"
7,1009,"白魔道士裝備"
8,1007,"黑魔道士裝備"
9,1008,"召喚士裝備"
10,1010,"學者裝備"
11,1101,"能工巧匠&大地使者工具"
12,2001,"女兒節：遺產"
13,2002,"女兒節：2016"
14,2003,"女兒節：2017"
15,2004,"女兒節：2018"
16,2005,"女兒節：2020"
17,2006,"女兒節：2021"
18,2007,"女兒節：2023"
19,2101,"彩蛋狩獵：遺產"
20,2102,"彩蛋狩獵：2016"
21,2103,"彩蛋狩獵：2020"
22,2104,"彩蛋狩獵：2021"
23,2105,"彩蛋狩獵：2022"
24,2106,"彩蛋狩獵：2024"
25,2201,"金碟嘉年華：2025"
26,3001,"紅蓮祭：遺產"
27,3002,"紅蓮祭：2015"
28,3003,"紅蓮祭：2016"
29,3004,"紅蓮祭：2017"
30,3005,"紅蓮祭：2018"
31,3006,"紅蓮祭：2019"
32,3007,"紅蓮祭：2020"
33,3008,"紅蓮祭：2021"
34,3009,"紅蓮祭：2023"
35,3010,"紅蓮祭：2024"
36,4001,"守護天節：遺產"
37,4002,"守護天節：2015"
38,4003,"守護天節：2016"
39,4004,"守護天節：2017"
40,4005,"守護天節：2018"
41,4006,"守護天節：2022"
42,4007,"守護天節：2023"
43,4008,"守護天節：2025"
44,5101,"降神祭：遺產"
45,5102,"降神祭：2014"
46,5103,"降神祭：2015"
47,5104,"降神祭：2016"
48,5105,"降神祭：2017"
49,5106,"降神祭：2018"
50,5107,"降神祭：2019"
51,5108,"降神祭：2020"
52,5109,"降神祭：2021"
53,5110,"降神祭：2022"
54,5111,"降神祭：2023"
55,5201,"戀人節：遺產"
56,5202,"戀人節：2015"
57,5203,"戀人節：2017"
58,5204,"戀人節：2020"
59,5205,"戀人節：2021"
60,5206,"戀人節：2022"
61,5207,"戀人節：2024"
62,5001,"星芒祭：遺產"
63,5002,"星芒祭：2015"
64,5003,"星芒祭：2016"
65,5004,"星芒祭：2017"
66,5005,"星芒祭：2019"
67,5006,"星芒祭：2024"
68,6001,"FINAL FANTASY XI：星歌異聞"
69,6002,"FINAL FANTASY XIII：雷光降世"
70,6003,"FINAL FANTASY XV：獻給英雄的夜曲"
71,6004,"FINAL FANTASY XVI：縱使前路獄火焰毒"
72,6005,"DRAGON QUEST X"
73,6006,"妖怪手錶"
74,6007,"糖豆人"
75,7001,"成就紀念：遺產"
76,7002,"成就：戰鬥"
77,7003,"成就：PvP"
78,7004,"成就：角色"
79,7005,"成就：道具"
80,7006,"成就：製作&採集"
81,7007,"成就：任務"
82,7008,"成就：大國防聯軍"
83,8001,"紀念特典：遺產"
84,8002,"紀念特典：新生艾奧傑亞"
85,8003,"紀念特典：蒼天伊修加爾德"
86,8004,"紀念特典：紅蓮解放者"
87,8005,"紀念特典：漆黑反叛者"
88,8006,"紀念特典：曉月之終途"
89,8007,"紀念特典：黃金遺產"
90,8008,"紀念特典：其他"
91,8009,"禮物特典"
92,8010,"禮物特典2"
93,8011,"歡慶特典"
94,8012,"其他特典"
95,9007,"阿爾菲諾&阿莉塞"
96,9001,"敏菲利亞"
97,9002,"桑克瑞德"
98,9003,"雅·修朵拉"
99,9004,"尤里安傑"
100,9005,"帕帕力莫"
101,9006,"伊達&莉瑟"
102,9008,"可露兒"
103,9103,"希爾迪布蘭德"
104,9104,"艾坦"
105,9102,"加隆德煉鐵廠"
106,9101,"希德"
107,9106,"蒼天騎士團"
108,9105,"艾默里克"
109,9107,"伊塞勒"
110,9108,"飛燕"
111,9109,"豪雪"
112,9110,"阿魯瑪"
113,9112,"琳"
114,9113,"蓋亞"
115,9111,"歐米茄"
116,10001,"遺產複製品"
117,2008,"女兒節：2025"
118,10115,"運動休閒"
119,10116,"皮背帶"
120,0,""
121,9009,"古·拉哈·提亞"
122,9114,"零"
123,10301,"FFBE幻影戰爭"
124,0,""
125,0,""
126,0,""
127,0,""
128,0,""
129,0,""
130,0,""
131,0,""
132,0,""
133,0,""
134,0,""
135,0,""
136,0,""
137,0,""
138,0,""
139,0,""
140,0,""
141,0,""
142,11001,"莫古利"
143,11002,"卡邦庫爾"
144,11003,"貓小胖"
145,10101,"風雅"
146,10102,"天使&惡魔"
147,10103,"上仙"
148,10104,"哪咤赤蓮&白蓮"
149,10105,"管家&女僕"
150,10106,"王公貴族"
151,10107,"門客&辨天"
152,10108,"孔雀"
153,10109,"傳說故事"
154,10110,"世界各地"
155,10111,"就學"
156,10112,"志士"
157,10113,"街頭"
158,10114,"魔導"
159,10201,"東方公子&秀女"
160,10202,"東方貴人"
161,10203,"東方警衛&女官"
162,10204,"東方雅人&麗人"
163,10205,"東方武人&佳人"
164,10206,"東方武官&美姬"
165,10207,"東方書生&女生"
166,10208,"東方雅士&美玉"
167,10209,"東方旅行藝人"
168,0,""
