key,0,1
#,,Expac
int32,byte,str
0,0,""
1,2,"蒼天伊修加爾德"
2,3,"紅蓮解放者"
3,4,"漆黑反叛者"
4,1,"大型任務"
5,2,"團隊任務"
6,3,"討伐殲滅戰"
7,1,"非著名調查員"
8,3,"聖恩達利姆神學院記"
9,2,"主線任務外傳"
10,1,"木工師"
11,2,"鍛造師"
12,3,"甲冑師"
13,4,"金工師"
14,5,"皮革師"
15,6,"裁縫師"
16,7,"鍊金術師"
17,8,"烹調師"
18,1,"採掘師"
19,2,"園藝師"
20,3,"漁師"
21,1,"劍術士 騎士"
22,2,"斧術士 戰士"
23,1,"幻術士 白魔道士"
24,22,"巴術士 召喚士"
25,1,"格鬥士 武僧"
26,2,"槍術士 龍騎士"
27,3,"雙劍士 忍者"
28,11,"弓術士 吟遊詩人"
29,21,"咒術士 黑魔道士"
30,1,"新生艾奧傑亞"
31,3,"暗黑騎士"
32,4,"絕槍戰士"
33,2,"學者"
34,3,"占星術師"
35,4,"武士"
36,12,"機工士"
37,13,"舞者"
38,0,""
39,23,"赤魔道士"
40,99,"青魔道士"
41,0,"防護職業"
42,0,"治療職業"
43,0,"進攻職業"
44,5,"職能劇情任務"
45,6,"虛無界再生計劃"
46,5,"曉月之終途"
47,4,"賢者"
48,5,"奪魂者"
49,7,"多變迷宮"
50,8,"第七靈災回憶錄"
51,9,"塔塔露的大繁榮商店"
52,0,""
53,0,""
54,0,""
55,0,""
