key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,,GlassesStyle,Icon,,Singular,,Plural,,,,,,Description,Name
int32,uint32,GlassesStyle,Image,uint16,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,str,str
0,0,-1,0,0,"",0,"",0,0,1,0,0,"",""
1,71037,0,200049,0,"橢圓眼鏡",0,"",0,0,1,0,0,"基礎色的臉部配飾。","橢圓眼鏡"
2,136573,0,200053,0,"銀框橢圓眼鏡",0,"",0,0,1,0,0,"銀色的臉部配飾。","銀框橢圓眼鏡"
3,202109,0,200052,0,"金框橢圓眼鏡",0,"",0,0,1,0,0,"金色的臉部配飾。","金框橢圓眼鏡"
4,267645,0,200054,0,"黑框橢圓眼鏡",0,"",0,0,1,0,0,"黑色的臉部配飾。","黑框橢圓眼鏡"
5,333181,0,200059,0,"白框橢圓眼鏡",0,"",0,0,1,0,0,"白色的臉部配飾。","白框橢圓眼鏡"
6,398717,0,200050,0,"灰框橢圓眼鏡",0,"",0,0,1,0,0,"灰色的臉部配飾。","灰框橢圓眼鏡"
7,464253,0,200057,0,"紅框橢圓眼鏡",0,"",0,0,1,0,0,"紅色的臉部配飾。","紅框橢圓眼鏡"
8,529789,0,200056,0,"藍框橢圓眼鏡",0,"",0,0,1,0,0,"藍色的臉部配飾。","藍框橢圓眼鏡"
9,595325,0,200060,0,"綠框橢圓眼鏡",0,"",0,0,1,0,0,"綠色的臉部配飾。","綠框橢圓眼鏡"
10,660861,0,200051,0,"銅框橢圓眼鏡",0,"",0,0,1,0,0,"銅色的臉部配飾。","銅框橢圓眼鏡"
11,726397,0,200055,0,"紫框橢圓眼鏡",0,"",0,0,1,0,0,"紫色的臉部配飾。","紫框橢圓眼鏡"
12,791933,0,200058,0,"棕框橢圓眼鏡",0,"",0,0,1,0,0,"棕色的臉部配飾。","棕框橢圓眼鏡"
13,71038,1,200085,0,"金邊墨鏡",0,"",0,0,1,0,0,"基礎色的臉部配飾。","金邊墨鏡"
14,136574,1,200089,0,"銀框金邊墨鏡",0,"",0,0,1,0,0,"銀色的臉部配飾。","銀框金邊墨鏡"
15,202110,1,200088,0,"金框金邊墨鏡",0,"",0,0,1,0,0,"金色的臉部配飾。","金框金邊墨鏡"
16,267646,1,200090,0,"黑框金邊墨鏡",0,"",0,0,1,0,0,"黑色的臉部配飾。","黑框金邊墨鏡"
17,333182,1,200095,0,"白框金邊墨鏡",0,"",0,0,1,0,0,"白色的臉部配飾。","白框金邊墨鏡"
18,398718,1,200086,0,"灰框金邊墨鏡",0,"",0,0,1,0,0,"灰色的臉部配飾。","灰框金邊墨鏡"
19,464254,1,200093,0,"紅框金邊墨鏡",0,"",0,0,1,0,0,"紅色的臉部配飾。","紅框金邊墨鏡"
20,529790,1,200092,0,"藍框金邊墨鏡",0,"",0,0,1,0,0,"藍色的臉部配飾。","藍框金邊墨鏡"
21,595326,1,200096,0,"綠框金邊墨鏡",0,"",0,0,1,0,0,"綠色的臉部配飾。","綠框金邊墨鏡"
22,660862,1,200087,0,"銅框金邊墨鏡",0,"",0,0,1,0,0,"銅色的臉部配飾。","銅框金邊墨鏡"
23,726398,1,200091,0,"紫框金邊墨鏡",0,"",0,0,1,0,0,"紫色的臉部配飾。","紫框金邊墨鏡"
24,791934,1,200094,0,"棕框金邊墨鏡",0,"",0,0,1,0,0,"棕色的臉部配飾。","棕框金邊墨鏡"
25,71039,2,200061,0,"經典眼鏡",0,"",0,0,1,0,0,"基礎色的臉部配飾。","經典眼鏡"
26,136575,2,200065,0,"銀框經典眼鏡",0,"",0,0,1,0,0,"銀色的臉部配飾。","銀框經典眼鏡"
27,202111,2,200064,0,"金框經典眼鏡",0,"",0,0,1,0,0,"金色的臉部配飾。","金框經典眼鏡"
28,267647,2,200066,0,"黑框經典眼鏡",0,"",0,0,1,0,0,"黑色的臉部配飾。","黑框經典眼鏡"
29,333183,2,200071,0,"白框經典眼鏡",0,"",0,0,1,0,0,"白色的臉部配飾。","白框經典眼鏡"
30,398719,2,200062,0,"灰框經典眼鏡",0,"",0,0,1,0,0,"灰色的臉部配飾。","灰框經典眼鏡"
31,464255,2,200069,0,"紅框經典眼鏡",0,"",0,0,1,0,0,"紅色的臉部配飾。","紅框經典眼鏡"
