key,0
#,Text
int32,str
0,""
1,""
2,""
3,""
4,""
5,""
6,""
7,""
8,""
9,""
10,""
11,""
12,""
13,""
14,""
15,""
16,""
17,""
18,""
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,""
28,""
29,"多瑪方城戰是什麼樣的遊戲"
30,"1. 簡介"
31,"“多瑪方城戰”是由4名玩家進行對戰的桌牌遊戲。
多瑪方城戰的遊戲規則源自日本麻將。
在接下來的條目中將會詳細說明有關多瑪方城戰的基礎知識與規則。

"
32,"2. 怎麼玩"
33,"“多瑪方城戰”是由4人進行對戰的遊戲。玩家需要將14張多瑪方城牌組合成特定牌型，以成功組合出牌型的速度與獲得的點數決定勝負。

遊戲開始時，每位玩家會分配到13張手牌。
遊戲開始後，第一個輪到的玩家抓1張牌，然後打出1張自己不需要的牌。接下來，輪到這位玩家右手邊的玩家進行同樣的步驟，如此反覆以推進遊戲。

第一個用抓到的1張牌配合手中的13張牌組成特定牌型的玩家會贏得此局的勝利並獲得點數。如此重複下去，半莊戰在第8局、東風戰則是在第4局結束時獲得點數最多的玩家即為最終贏家，宣告遊戲結束。

那麼接下來，首先先看看牌型究竟是什麼吧。"
34,"如上圖所示，用14張牌組合成<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>4個3張1組的牌再加上1個2張相同牌1組的牌，即是方城戰基礎的牌型。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>關於3張1組牌的具體組合方式，則是會在別的條目中另行講解。基本上牌型組合方式的難度越高，在贏得勝利後獲得的點數也就會越多。

"
35,"3. 多瑪方城牌的種類"
36,"多瑪方城牌的牌可分成兩個系統，
分別是刻著數字的“數牌”和刻著文字的“字牌”。

■刻著數字的數牌
數牌共有3種，分別是“萬子”“筒子”“索子”，每種都刻有代表1到9的數位或圖案。
"
37,"■刻著文字的字牌
字牌有2種，分為“風牌”（圖中上面4個）與“三元牌”（圖中下面3個）。
字牌與數牌不同，不存在類似123的順序。"
38,"另外，多瑪方城牌中每種牌都各有4張。上圖所示的34種牌均各有4張，因此多瑪方城牌的全部數量為136張。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>多瑪方城戰是4位玩家運用這136張牌，看誰能比其他玩家先一步（並盡可能地追求獲得更高的點數）用14張手牌組出牌型的遊戲。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

"
39,"4. 手牌的組建"
40,"■3張數字連續的牌組成順子
數牌中每3張花色相同且數位相連的牌可以組成一組順子，比如下圖中的3張萬子牌“2萬、3萬、4萬”，3張筒子牌“4筒5筒6筒”，3張索子牌“7索8索9索”。
但是不同花色的牌是不能組成順子的，比如下圖中的“2萬、3筒、4萬”。另外像是“891”“912”這樣帶著循環的數位組合也無法組成順子。"
41,"■3張同樣的牌組成刻子
3張完全相同的牌可以組成一組刻子。
此種組合方式對“數牌”和“字牌”都適用。"
42,"多瑪方城戰的基礎和牌牌型（可宣告勝利的牌型），就是由4組順子或刻子，加1組雀頭（一副對子，即2張相同的牌），共14張牌構成。（下圖為示例）

※除此之外還有很多不同於上述基礎格式的和牌牌型，可以等熟悉了基礎後再進行深入了解。

"
43,"5. 遊戲的進行方式"
44,"多瑪方城戰由4位玩家進行。首先為4位玩家每人分配13張手牌，然後遊戲開始。
遊戲開始後，作為莊家的玩家（自動抽選）將會新抓1張牌，然後從13+1張手牌中打出1張不需要的牌，以保持自己的手牌還是13張。接下來，輪到莊家右手邊的玩家抓1張牌並打出不需要的1張牌，遊戲將以這樣的順序重複進行下去。"
45,"當任意玩家“和牌”或是“流局（牌堆中所有牌都已抓完卻仍沒有人能和牌）”時，一局宣告結束。"
46,"下一局開始時，莊家的權利將轉移到前莊家右手邊的玩家身上。
這樣隨著遊戲的進行，4位玩家輪流坐莊，半莊戰當所有玩家坐完2次莊、東風戰則是坐完1次莊後遊戲結束。此時擁有點數最多的玩家即為遊戲的勝者。

"
47,"6. 和牌與點數"
48,"在遊戲開始時每個玩家各持有25000點數。
玩家和牌後，會根據和牌的牌型從其他玩家手中獲取點數。
不過，“用自己抓的牌和牌”和“用別人打出的牌和牌”時，獲取點數的方式會略有不同。"
49,"■用自己抓的牌和牌
當玩家用自己抓的牌和牌時，贏得的點數會由另外3位玩家分攤繳納。如果能在自己坐莊時和牌，贏得的點數將是1.5倍。不過自己坐莊時如果別人和了牌，那麼付給其他玩家的點數將變為2倍。"
50,"■用別人的捨牌和牌
捨牌為其他玩家打出的不需要的牌，如果你可以別人的捨牌組成和牌牌型，你可以宣告和牌。這種情況下點砲的玩家（打出的牌令別人和牌的玩家）將獨立繳納點數給和牌玩家。該情況下，和牌玩家坐莊時可獲得1.5倍點數，點砲玩家坐莊時則不需要付2倍點數，繳納與非坐莊玩家相同的1倍點數即可。"
51,"由此可以看出，在多瑪方城戰中“莊家”非常重要，在和牌時獲得1.5倍點數是一個巨大的優勢。此外莊家和牌後可以連莊（維持著莊家的位置再打一局），是獲得點數的絕佳機會。

"
52,"7. 和牌必須有役"
53,"多瑪方城戰是玩家互相爭奪點數的遊戲。有些牌型和牌時可以得到很多點數，有些牌型和牌時能得到的點數卻很少。本條目主要來解說一下如何才能獲得高點數。"
54,"就像德州撲克中有“順子”“同花”“滿堂紅”這些牌型，通過組出這些牌型可以使手牌變得更大，多瑪方城戰也有著類似的概念。
在多瑪方城戰中，可獲得分數的牌型被稱為“役”，役的大小則使用單位“番”來表示。從很難組成的6番役到可以簡單組成的1番役，有著各式各樣的役可供玩家選擇。"
55,"在和牌時，役的番數決定能夠獲得的分數。
基本上1番為1000點，番數累計後點數的增加狀況如下。"
56,"　1番　1000點
　2番　2000點
　3番　3900點

　4番　8000點
　5番　8000點

　6番　12000點
　7番　12000點

　8番　16000點
　9番　16000點
　10番　16000點

　11番　24000點
　12番　24000點

　13番及以上　32000點"
57,"莊家和牌時獲得的點數為1.5倍。除了“番”數之外還有“符”數等其他因素也會對點數造成影響，感興趣的玩家可以另行了解。"
58,"如上所述，由於點數由役的番數決定，
所以多瑪方城戰中<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>必須有1番以上的役才能和牌。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
單純組出4組順子或刻子加1組雀頭，但不符合任何役的話是無法和牌的。

"
59,"8. 役的組法1——基礎牌型"
60,"多瑪方城戰中役的種類繁多，下面列出其中最基礎的幾種。"
61,"■斷么九
僅用數牌中2到8之間的牌組成的牌型。
其中不得含有字牌和數牌1、9。"
62,"■對對和
由雀頭加四組刻子或槓子（四張相同的牌）組成的牌型。"
63,"■一氣通貫
含有花色相同的“123、456、789”三個順子。"
64,"■三色同順
含有數位相同的三種花色的順子。"
65,"■混一色
字牌與單一花色的數牌組成的牌型。"
66,"■清一色
單一花色的數牌組成的牌型。"
67,"除上述以外還有很多不同的役，詳情請參見官方網站。

"
68,"9. 役的組法2——立直"
69,"有一種非常方便的役名叫立直，請銘記在心。"
70,"本圖的13張手牌中，還差3筒或者是6筒就能和牌。
在這種即將和牌的狀態下，玩家可以選擇宣告立直。"
71,"滿足條件後，在準備打出不需要的牌時會出現立直的選擇項，請選擇立直後再打牌吧。之後當場上任意一名玩家打出3筒或者6筒時即可和牌，當然自己抓到了3筒或6筒時也可和牌。
在立直狀態下玩家無法用抓到的牌替換現有的手牌，直到和牌為止都會自動打出抓到的新牌。作為回報在和牌時將必定計算立直的番數，即使不知道其他的役該怎麼組也能夠宣告和牌。"
72,"■立直的特點
　1.　宣告立直後役自動成立。
　2.　宣告立直會導致其他玩家知曉你僅差1張牌即可和牌。
　3.　宣告立直後無法用新抓到的牌替換現有手牌。
　4.　宣告立直需要消耗1000點數。
　　　（此局和牌的玩家領取該1000點數）

"
73,"10. 役的組法3——役牌"
74,"另一種輕鬆組成役的方法，便是利用特定字牌的刻子或槓子（役牌）來組成役。"
75,"如圖所示，上面這3種字牌又稱三元牌，只要湊出其中任意1種的刻子或槓子，即可被視為役。"
76,"上圖中的4種牌又稱風牌，分別表示東南西北4個方位。這些牌組成的刻子或槓子也可以被視為役，但需要滿足幾項條件。"
77,"■與局相關的條件（場風牌）
一次多瑪方城戰由8局構成，
每個玩家輪坐第1次莊的這前4局被稱為“東場”，此時風牌“東”被視為場風牌，東組成的刻子或槓子被視為役。每個玩家輪坐第2次莊的這後4局被稱為“南場”，此時風牌“南”被視為場風牌，南組成的刻子或槓子被視為役。"
78,"■與座位相關的條件（自風牌）
多瑪方城戰中會根據莊家的所在位置決定其他玩家所代表的方位。

　莊家=東
　莊家的右手邊=南
　莊家的對面=西
　莊家的左手邊=北

像這樣以莊家為起點按逆時針方向將“東南西北”四個方位分配給玩家。此時代表自己方位的牌被稱為自風牌，湊齊自風牌組成的刻子或槓子，即可被視為役。
自風最大的特點就是每次莊家換人時各個玩家所代表的方位都會跟著改變。通過遊戲畫面可以確認現在自己代表的方位，請有效運用。"
79,"11. 碰與吃"
80,"多瑪方城戰的流程是手牌13張，抓1張牌，棄1張不要的牌，然後不斷重複。只不過有時光靠這樣很難湊齊自己想要的牌，因此如果其他玩家打出的牌中有自己想要的牌時，可以通過“碰”或“吃”將那張牌據為己有。"
81,"■碰
自己的手牌中有2張同樣的牌，當任意玩家打出這張牌時，畫面上會出現“碰”的選擇項。選擇碰之後即可獲得別人打出的那張牌，將手上的對子變成刻子，然後打出1張不要的牌。"
82,"■吃
這種方法只能用於自己左手邊玩家剛打出的牌，當該玩家打出的牌能夠與自己的手牌湊成1組順子時，在畫面中會表示出“吃”的選擇項。選擇吃之後可以將那張牌據為己有，將手上的牌變為順子，然後棄1張不要的牌。"
83,"雖然“碰”與“吃”都能積極有效地湊齊自己想要的牌並快速地組成和牌的牌型，但卻有以下的缺點。"
