key,0,1,2,3,4,5,6,7,8,9,10
#,,,,,,,,,,,
int32,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,str
0,0,0,0,0,0,0,0,0,0,0,""
1,10,100,10,100,15,100,15,100,20,100,"體能＋<Value>IntegerParameter(1)</Value>%"
2,10,100,10,100,15,100,15,100,20,100,"心智＋<Value>IntegerParameter(1)</Value>%"
3,10,100,10,100,15,100,15,100,20,100,"戰術＋<Value>IntegerParameter(1)</Value>%"
4,3,100,3,100,3,100,3,100,5,100,"全員體能＋<Value>IntegerParameter(1)</Value>%"
5,3,100,3,100,3,100,3,100,5,100,"全員心智＋<Value>IntegerParameter(1)</Value>%"
6,3,100,3,100,3,100,3,100,5,100,"全員戰術＋<Value>IntegerParameter(1)</Value>%"
7,10,100,10,100,20,100,20,100,30,100,"獲得經驗值＋<Value>IntegerParameter(1)</Value>%"
8,5,100,5,100,10,100,10,100,15,100,"全員獲得經驗值＋<Value>IntegerParameter(1)</Value>%"
9,10,100,20,100,30,100,40,100,50,100,"全員吉兆獲得率＋<Value>IntegerParameter(1)</Value>%"
10,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得“戰鬥技巧教材：守勢”"
11,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得“戰鬥技巧教材：魔法”"
12,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得“戰鬥技巧教材：攻勢”"
13,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得Gil"
14,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得軍票"
15,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得金碟幣"
16,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得防護職業用魔晶石"
17,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得物理進攻職業用魔晶石"
18,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得魔法導師用魔晶石"
19,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得大地使者用魔晶石"
20,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得能工巧匠用魔晶石"
21,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得晶簇"
22,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得大地工票"
23,0,10,0,20,0,30,0,40,0,50,"有<Value>IntegerParameter(1)</Value>%機率獲得巧手工票"
