key,0
#,Text{Output}
int32,str
0,""
1,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“大家好！”<28>01</28><27>02</27></Color>"
2,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“辛苦了！”<28>01</28><27>02</27></Color>"
3,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“謝謝！”<28>01</28><27>02</27></Color>"
4,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“漂亮！”<28>01</28><27>02</27></Color>"
5,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示PvP用額外技能1的可使用情況。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“‘技能名’準備就緒！”
“‘技能名’還有‘剩餘時間’秒才能使用！”<28>01</28><27>02</27></Color>"
6,"該指令只能在“水晶衝突”中使用。
使用後會根據情況在小隊頻道中顯示發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“特職名”：“極限爆發準備就緒！”
“特職名”：“極限爆發充能‘目前數值’%！”<28>01</28><27>02</27></Color>"
7,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來瞄準攻擊補給箱！”<28>01</28><27>02</27></Color>"
8,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來瞄準防禦補給箱！”<28>01</28><27>02</27></Color>"
9,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來瞄準奮戰補給箱！”<28>01</28><27>02</27></Color>"
10,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來瞄準狼心！”<28>01</28><27>02</27></Color>"
11,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來攻擊防護職業！”<28>01</28><27>02</27></Color>"
12,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來攻擊治療職業！”<28>01</28><27>02</27></Color>"
13,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來攻擊近戰職業！”<28>01</28><27>02</27></Color>"
14,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來攻擊遠程職業！”<28>01</28><27>02</27></Color>"
15,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來牽制住防護職業！”<28>01</28><27>02</27></Color>"
16,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來牽制住治療職業！”<28>01</28><27>02</27></Color>"
17,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來牽制住近戰職業！”<28>01</28><27>02</27></Color>"
18,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來牽制住遠程職業！”<28>01</28><27>02</27></Color>"
19,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來拾取戰章！”<28>01</28><27>02</27></Color>"
20,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“請去拾取戰章！”<28>01</28><27>02</27></Color>"
21,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“大家一起進攻！”<28>01</28><27>02</27></Color>"
22,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“大家先撤退！”<28>01</28><27>02</27></Color>"
23,"該指令只能在“水晶衝突”中使用。
使用後會根據情況在小隊頻道中顯示發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我的MP還有‘目前數值’%！”<28>01</28><27>02</27></Color>"
24,"該指令只能在“群狼盛宴”中使用。
使用後會根據情況在小隊頻道中顯示發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我的技力還有‘目前數值’%！”<28>01</28><27>02</27></Color>"
25,"該指令只能在“水晶衝突”中使用。
選中PvP對手時使用，會在小隊頻道中顯示以該物件為目標的戰術指示。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來攻擊‘特職名’！”<28>01</28><27>02</27></Color>"
26,"該指令只能在“水晶衝突”中使用。
選中PvP對手時使用，會在小隊頻道中顯示以該物件為目標的戰術指示。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來干擾‘特職名’！”<28>01</28><27>02</27></Color>"
27,"該指令只能在“群狼盛宴”中使用。
使用後會在小隊頻道中顯示PvP用額外技能2的可使用情況。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“‘技能名’準備就緒！”
“‘技能名’還有‘剩餘時間’秒才能使用！”<28>01</28><27>02</27></Color>"
28,"該指令只能在“群狼盛宴”中使用。
選中PvP對手時使用，會標記物件並進行倒數，同時在小隊頻道中顯示以該物件為目標的戰術指示。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“集中攻擊‘職業名’！”<28>01</28><27>02</27></Color>"
29,"該指令只能在“群狼盛宴”中使用。
中斷“開始集中攻擊”並在小隊頻道中顯示戰術指示。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“停止集中攻擊！”<28>01</28><27>02</27></Color>"
30,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“是我的錯！”<28>01</28><27>02</27></Color>"
31,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我上了！”<28>01</28><27>02</27></Color>"
32,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我先退後調整！”<28>01</28><27>02</27></Color>"
33,"該指令只能在“水晶衝突”中使用。
使用後會根據情況在小隊頻道中顯示發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“特職名”：“我來押運戰術水晶！”<28>01</28><27>02</27></Color>"
34,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“請去押運戰術水晶！”<28>01</28><27>02</27></Color>"
35,"該指令只能在“水晶衝突”中使用。
選中小隊成員時使用，會在小隊頻道中顯示以該物件為目標的戰術指示。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我來掩護‘特職名’！”<28>01</28><27>02</27></Color>"
36,"該指令只能在“水晶衝突”中使用。
使用後會根據情況在小隊頻道中顯示發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“特職名”：“我要發動極限爆發了！”<28>01</28><27>02</27></Color>"
37,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示固定的發言內容。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“我們集合吧！”<28>01</28><27>02</27></Color>"
38,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示淨化的可使用情況。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“淨化準備就緒！”
“淨化還有‘剩餘時間’秒才能使用！”<28>01</28><27>02</27></Color>"
39,"該指令只能在“水晶衝突”中使用。
使用後會在小隊頻道中顯示防禦的可使用情況。
<Color(PlayerParameter(16))><27>01</27><28>02</28>“防禦準備就緒！”
“防禦還有‘剩餘時間’秒才能使用！”<28>01</28><27>02</27></Color>"
