key,0,1,2,3,4,5,6,7,8
#,Image,Icon,,UnlockCondition,,,,SortKey,Name
int32,Image,Image,byte,BannerCondition,uint16,uint16,uint16,uint16,str
0,0,82093,0,0,0,0,0,0,"無"
1,192001,82093,1,1,0,0,0,1,"無"
2,192002,82093,1,1,0,0,0,2,"月桂葉"
3,192003,82093,1,1,0,0,0,10,"心形"
4,192004,82093,1,1,0,0,0,11,"星星"
5,192005,82093,1,1,0,0,0,12,"防護職業"
6,192006,82093,1,1,0,0,0,14,"進攻職業"
7,192007,82093,1,1,0,0,0,13,"治療職業"
8,192008,82093,1,1,0,0,0,32,"閃亮"
9,192009,82093,1,1,0,0,0,16,"肉球"
10,192010,82093,1,1,0,0,0,17,"感嘆號"
11,192011,82093,1,1,0,0,0,18,"問號"
12,192301,82093,2,124,0,0,0,2150,"騎士"
13,192302,82093,2,125,0,0,0,2151,"戰士"
14,192303,82093,2,126,0,0,0,2152,"暗黑騎士"
15,192304,82093,2,127,0,0,0,2153,"絕槍戰士"
16,192305,82093,2,128,0,0,0,2154,"白魔道士"
17,192306,82093,2,129,0,0,0,2155,"學者"
18,192307,82093,2,130,0,0,0,2156,"占星術師"
19,192308,82093,2,131,0,0,0,2157,"賢者"
20,192309,82093,2,132,0,0,0,2158,"武僧"
21,192310,82093,2,133,0,0,0,2159,"龍騎士"
22,192311,82093,2,134,0,0,0,2160,"忍者"
23,192312,82093,2,135,0,0,0,2161,"武士"
24,192313,82093,2,136,0,0,0,2162,"奪魂者"
25,192314,82093,2,137,0,0,0,2164,"吟遊詩人"
26,192315,82093,2,138,0,0,0,2165,"機工士"
27,192316,82093,2,139,0,0,0,2166,"舞者"
28,192317,82093,2,140,0,0,0,2167,"黑魔道士"
29,192318,82093,2,141,0,0,0,2168,"召喚士"
30,192319,82093,2,142,0,0,0,2169,"赤魔道士"
31,192401,82093,10,143,0,0,0,3000,"星極隊"
32,192402,82093,10,144,0,0,0,3001,"靈極隊"
33,192403,82093,5,145,0,0,0,3200,"第1賽季水晶衝突：王者"
34,192404,82093,5,146,0,0,0,3201,"第1賽季水晶衝突：勇者"
35,192405,82093,5,147,0,0,0,3202,"第1賽季水晶衝突：獲獎者"
36,192406,82093,5,148,0,0,0,3208,"第1賽季水晶衝突：青銅"
