key,0
#,Objective
int32,str
0,""
1,"討伐敵人"
2,"尋找道具"
3,"殲滅敵人"
4,"追擊敵人"
5,"令敵人弱化，並利用<If(Equal(IntegerParameter(1),0))>情感動作“安撫”<Else/><Sheet(EventItem,IntegerParameter(1),0)/></If>將其馴服"
6,"透過<If(Equal(IntegerParameter(1),0))>攻擊<Else/>使用<Sheet(EventItem,IntegerParameter(1),0)/></If>來識破敵人的真身並進行討伐"
7,"在指定地點巡邏，並擊退敵人"
8,"收集«妖異全集»的書頁
召喚出被封印的魔物並將其打倒"
9,"使用情感動作“招手”，將<Sheet(BNpcName,IntegerParameter(1),0)/>帶領到目的地"
10,"到所有目標地點進行採集
隨著評價提高會有相應報酬
320以上　+25%
303以上　+10%
286以上　+05%"
11,"獲得目標物品"
12,"到所有目標地點進行採集，並獲得目標物品"
13,"記錄所有目標地點的採集結果
隨著評價提高會有相應報酬
160以上　+25%
152以上　+10%
143以上　+05%"
14,"將委託品設置到目標上"
15,"目標物品不足則任務失敗"
16,"搜索目標地點"
17,"引誘出目標並將其打倒"
18,"到所有目標地點進行採集
隨著評價提高會有相應報酬
479以上　+25%
454以上　+10%
429以上　+05%"
19,"記錄所有目標地點的採集結果
隨著評價提高會有相應報酬
240以上　+25%
227以上　+10%
215以上　+05%"
20,"打倒出現的魔物回收«妖異全集»的書頁
召喚出被封印的魔物並將其打倒"
21,"進度"
22,"巡邏目的地"
23,"過早嘗試馴服會起到相反的效果
目標會陷入興奮狀態
打倒馴服目標也會導致任務失敗"
24,"使用打倒<Sheet(BNpcName,IntegerParameter(1),0)/>後獲得的<Sheet(EventItem,IntegerParameter(2),0)/>，識破魔物的真身"
25,"<Sheet(BNpcName,IntegerParameter(1),0)/>被打倒則任務失敗"
26,"保護目標的同時擊退敵人"
27,"在限制時間內盡可能打倒更多的敵人"
28,"找到<Sheet(EventItem,IntegerParameter(1),0)/>的持有者
識破其本體並將其消滅"
29,""
30,"打倒呼叫增援的敵人"
31,"失敗條件：沒有達到目標數量"
32,"打倒對“<If(Equal(IntegerParameter(1),1))>戳指<Else/>質疑</If>”動作有反應的敵人
獲得<Sheet(EventItem,IntegerParameter(2),0)/>"
33,"失敗條件：失去所有<Sheet(BNpcName,IntegerParameter(1),0)/>"
34,"從<Sheet(BNpcName,IntegerParameter(1),0)/>身上獲得<Sheet(EventItem,IntegerParameter(2),0)/>
並對<Sheet(EObj,IntegerParameter(3),0)/>使用
將<Sheet(BNpcName,IntegerParameter(4),0)/>引誘出來"
35,"過早嘗試馴服會起到相反的效果
目標會陷入興奮狀態"
