key,0
#,
int32,str
0,""
1,"確定要撤除嗎？
撤除該物品會<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>導致物品損壞無法回收<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。"
2,"確定要解僱<Sheet(ENpcResident,IntegerParameter(1),0)/>嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>解僱後，已設置的外貌資訊將清除，契約會重新回收至背包中。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3,"確定要讓僱員離開嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>僱員離開後，已設置的外貌資訊將清除，營業證書會重新回收至背包中。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
4,"還能夠品嚐<Value>IntegerParameter(1)</Value>次。
確定要將道具撤走嗎？<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>一旦撤走便會直接廢棄，無法回收。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
5,"確定要撤除嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>※插在裡面的道具將會撤除且無法回收。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
6,"確定要撤除嗎？
水族箱內的道具也會一併撤除且無法回收。"
7,"確定要撤除嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>※畫框中的作品將會撤除且無法回收。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
8,"確定要撤除嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>※壁紙將會撤除且無法回收。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
9,"確定要回收為契約，並從倉庫中轉移至背包中嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>轉移後，已設置的外貌資訊將清除。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
10,"確定要將僱員<Highlight>StringParameter(1)</Highlight>回收為營業證書，並從倉庫中轉移至背包中嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>轉移後，已設置的外貌資訊將清除。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
11,"還能夠品嚐<Value>IntegerParameter(1)</Value>次。
確定要將道具從倉庫中取出嗎？<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>一旦取出便會直接廢棄，無法回收。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
12,"確定要從倉庫中轉移至背包中嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>※插在裡面的道具將會撤除且無法回收。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
13,"確定要將水族箱從倉庫中取出嗎？
水族箱內的道具將會撤除且無法回收。"
14,"確定要從倉庫中轉移至背包中嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>※畫框中的作品將會撤除且無法回收。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
15,"確定要從倉庫中轉移至背包中嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>※壁紙將會撤除且無法回收。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
16,"確定要解僱<Sheet(ENpcResident,IntegerParameter(1),0)/>嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>解僱後，已設置的外貌資訊將清除，契約會重新回收至背包中。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
17,"確定要撤除嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>※撤除後當前裝飾的魚拓會消失。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
18,"確定要從倉庫中轉移至背包中嗎？
<UIForeground>F201FC</UIForeground><UIGlow>F201FD</UIGlow>※轉移後裡面的魚拓會消失。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
