key,0,1,2,3,4
#,Type,,,,Text
int32,HWDInfoBoardArticleType,byte,uint16,bit&01,str
0,0,0,0,False,""
1,0,0,0,False,""
2,0,0,0,False,""
3,0,0,0,False,""
4,0,0,0,False,""
5,1,0,0,True,""
6,1,0,0,True,""
7,1,0,0,True,""
8,1,0,0,True,""
9,1,0,0,True,""
10,1,0,0,True,""
11,1,0,0,True,""
12,2,1,1,True,"<Switch(IntegerParameter(1))><Case(1)>無名眾人廣場：第一次整備計畫</Case><Case(2)>第1階段　無名眾人廣場：第一次整備計畫</Case></Switch>"
13,2,1,2,False,"<Switch(IntegerParameter(1))><Case(1)>請來參加聯合重建工程！</Case><Case(2)>第2階段　請來參加聯合重建工程！</Case></Switch>"
14,2,4,3,True,"<Switch(IntegerParameter(1))><Case(1)>無名眾人廣場：第二次整備計畫</Case><Case(2)>第3階段　無名眾人廣場：第二次整備計畫</Case></Switch>"
15,2,4,4,False,"<Switch(IntegerParameter(1))><Case(1)>再次參加聯合重建工程！</Case><Case(2)>第4階段　再次參加聯合重建工程！</Case></Switch>"
16,2,7,5,True,"<Switch(IntegerParameter(1))><Case(1)>無名眾人廣場：第三次整備計畫</Case><Case(2)>第5階段　無名眾人廣場：第三次整備計畫</Case></Switch>"
17,2,7,6,False,"<Switch(IntegerParameter(1))><Case(1)>請協助莉茲貝絲的計畫！</Case><Case(2)>第6階段　請協助莉茲貝絲的計畫！</Case></Switch>"
18,2,10,7,True,"<Switch(IntegerParameter(1))><Case(1)>無名眾人廣場：整備完成</Case><Case(2)>第7階段　無名眾人廣場：整備完成</Case></Switch>"
19,3,1,2,True,"關於交付製品"
20,3,1,3,True,"關於聯合重建工程"
21,3,1,1,True,"什麼是“重建伊修加爾德”"
22,1,0,0,True,""
23,1,0,0,True,""
24,1,0,0,True,""
25,1,0,0,True,""
26,2,11,1,True,"<Switch(IntegerParameter(1))><Case(1)>十字鎬大街整備計畫</Case><Case(2)>第1階段　十字鎬大街整備計畫</Case></Switch>"
27,2,11,2,False,"<Switch(IntegerParameter(1))><Case(1)>重建工程邁出了嶄新的一步！</Case><Case(2)>第2階段　重建工程邁出了嶄新的一步！</Case></Switch>"
28,2,14,3,False,"<Switch(IntegerParameter(1))><Case(1)>十字鎬大街的聯合重建工程正在進行中！</Case><Case(2)>第3階段　十字鎬大街的聯合重建工程正在進行中！</Case></Switch>"
29,2,16,4,False,"<Switch(IntegerParameter(1))><Case(1)>拜託各位工匠對十字鎬大街進行整備！</Case><Case(2)>第4階段　拜託各位工匠對十字鎬大街進行整備！</Case></Switch>"
30,2,19,5,False,"<Switch(IntegerParameter(1))><Case(1)>參加聯合重建工程建造噴泉啦！</Case><Case(2)>第5階段　參加聯合重建工程建造噴泉啦！</Case></Switch>"
31,2,21,6,True,"<Switch(IntegerParameter(1))><Case(1)>聖羅艾勒廣場整備計畫</Case><Case(2)>第6階段　聖羅艾勒廣場整備計畫</Case></Switch>"
32,2,21,7,False,"<Switch(IntegerParameter(1))><Case(1)>開始著手建設新的道路！</Case><Case(2)>第7階段　開始著手建設新的道路！</Case></Switch>"
33,2,24,8,False,"<Switch(IntegerParameter(1))><Case(1)>我一直在觀賞著各位工匠作業時華麗的樣子。</Case><Case(2)>第8階段　我一直在觀賞著各位工匠作業時華麗的樣子。</Case></Switch>"
34,2,26,9,False,"<Switch(IntegerParameter(1))><Case(1)>招人！鋪裝作業員！</Case><Case(2)>第9階段　招人！鋪裝作業員！</Case></Switch>"
35,2,29,10,False,"<Switch(IntegerParameter(1))><Case(1)>在聯合重建工程中展現工匠的手藝吧！</Case><Case(2)>第10階段　在聯合重建工程中展現工匠的手藝吧！</Case></Switch>"
36,2,30,11,True,"<Switch(IntegerParameter(1))><Case(1)>新巢居住區整備計畫</Case><Case(2)>第11階段　新巢居住區整備計畫</Case></Switch>"
37,2,30,12,False,"<Switch(IntegerParameter(1))><Case(1)>終於要在居住區的預定施工地點開始聯合重建工程了！</Case><Case(2)>第12階段　終於要在居住區的預定施工地點開始聯合重建工程了！</Case></Switch>"
38,2,33,13,False,"<Switch(IntegerParameter(1))><Case(1)>聯合重建工程順利進行中！</Case><Case(2)>第13階段　聯合重建工程順利進行中！</Case></Switch>"
39,2,35,14,False,"<Switch(IntegerParameter(1))><Case(1)>請繼續協助清除瓦礫！</Case><Case(2)>第14階段　請繼續協助清除瓦礫！</Case></Switch>"
40,2,37,15,False,"<Switch(IntegerParameter(1))><Case(1)>長時間的瓦礫清除作業，辛苦各位了！</Case><Case(2)>第15階段　長時間的瓦礫清除作業，辛苦各位了！</Case></Switch>"
41,2,40,16,False,"<Switch(IntegerParameter(1))><Case(1)>終於要開始建設住房了！</Case><Case(2)>第16階段　終於要開始建設住房了！</Case></Switch>"
42,2,43,17,False,"<Switch(IntegerParameter(1))><Case(1)>住房正在建設中！</Case><Case(2)>第17階段　住房正在建設中！</Case></Switch>"
43,2,46,18,False,"<Switch(IntegerParameter(1))><Case(1)>此次為本期最後的聯合重建工程！</Case><Case(2)>第18階段　此次為本期最後的聯合重建工程！</Case></Switch>"
44,2,48,19,True,"<Switch(IntegerParameter(1))><Case(1)>新巢居住區：整備完成</Case><Case(2)>第19階段　新巢居住區：整備完成</Case></Switch>"
45,3,11,4,True,"關於咕波好運道"
46,3,11,5,True,"關於雲冠群島"
47,1,0,0,True,""
48,1,0,0,True,""
49,1,0,0,True,""
50,1,0,0,True,""
51,2,49,1,True,"<Switch(IntegerParameter(1))><Case(1)>落羽商業區整備計畫</Case><Case(2)>第1階段　落羽商業區整備計畫</Case></Switch>"
52,2,50,2,False,"<Switch(IntegerParameter(1))><Case(1)>歡迎對力量有自信的人參加！</Case><Case(2)>第2階段　歡迎對力量有自信的人參加！</Case></Switch>"
53,2,52,3,False,"<Switch(IntegerParameter(1))><Case(1)>拜託各位去清除瓦礫！</Case><Case(2)>第3階段　拜託各位去清除瓦礫！</Case></Switch>"
54,2,54,4,False,"<Switch(IntegerParameter(1))><Case(1)>感謝各位平日裡的協助。</Case><Case(2)>第4階段　感謝各位平日裡的協助。</Case></Switch>"
55,2,56,5,False,"<Switch(IntegerParameter(1))><Case(1)>募集人手！</Case><Case(2)>第5階段　募集人手！</Case></Switch>"
56,2,59,6,False,"<Switch(IntegerParameter(1))><Case(1)>要開始建造大規模設施了！</Case><Case(2)>第6階段　要開始建造大規模設施了！</Case></Switch>"
57,2,62,7,False,"<Switch(IntegerParameter(1))><Case(1)>請開始聯合重建工程建造建築物！</Case><Case(2)>第7階段　請開始聯合重建工程建造建築物！</Case></Switch>"
58,2,65,8,False,"<Switch(IntegerParameter(1))><Case(1)>住房的建設工作正在順利進行中！</Case><Case(2)>第8階段　住房的建設工作正在順利進行中！</Case></Switch>"
59,2,67,9,True,"<Switch(IntegerParameter(1))><Case(1)>算盤大街整備計畫</Case><Case(2)>第9階段　算盤大街整備計畫</Case></Switch>"
60,2,68,10,False,"<Switch(IntegerParameter(1))><Case(1)>開始對新大街進行整備了！</Case><Case(2)>第10階段　開始對新大街進行整備了！</Case></Switch>"
61,2,70,11,False,"<Switch(IntegerParameter(1))><Case(1)>即將對算盤大街進行鋪裝作業！</Case><Case(2)>第11階段　即將對算盤大街進行鋪裝作業！</Case></Switch>"
62,2,73,12,False,"<Switch(IntegerParameter(1))><Case(1)>請為算盤大街裝飾美麗的雕像。</Case><Case(2)>第12階段　請為算盤大街裝飾美麗的雕像。</Case></Switch>"
63,2,74,13,True,"<Switch(IntegerParameter(1))><Case(1)>白霜官舍整備計畫</Case><Case(2)>第13階段　白霜官舍整備計畫</Case></Switch>"
64,2,75,14,False,"<Switch(IntegerParameter(1))><Case(1)>開始建設巨大的設施！</Case><Case(2)>第14階段　開始建設巨大的設施！</Case></Switch>"
65,2,79,15,True,"<Switch(IntegerParameter(1))><Case(1)>落羽商業區：整備完成</Case><Case(2)>第15階段　落羽商業區：整備完成</Case></Switch>"
66,1,0,0,True,""
67,1,0,0,True,""
68,1,0,0,True,""
69,1,0,0,True,""
70,1,0,0,True,""
71,2,80,1,True,"<Switch(IntegerParameter(1))><Case(1)>西升歌文化區整備計畫</Case><Case(2)>第1階段　西升歌文化區整備計畫</Case></Switch>"
72,2,81,2,False,"<Switch(IntegerParameter(1))><Case(1)>清除西升歌文化區的瓦礫！</Case><Case(2)>第2階段　清除西升歌文化區的瓦礫！</Case></Switch>"
73,2,83,3,False,"<Switch(IntegerParameter(1))><Case(1)>拜託各位進行清掃與鋪裝作業</Case><Case(2)>第3階段　拜託各位進行清掃與鋪裝作業</Case></Switch>"
74,2,86,4,False,"<Switch(IntegerParameter(1))><Case(1)>開始建設西文化區的住房了！</Case><Case(2)>第4階段　開始建設西文化區的住房了！</Case></Switch>"
75,2,89,5,False,"<Switch(IntegerParameter(1))><Case(1)>要準備開始進行聯合重建工程了！</Case><Case(2)>第5階段　要準備開始進行聯合重建工程了！</Case></Switch>"
76,2,92,6,False,"<Switch(IntegerParameter(1))><Case(1)>西文化區的整備工作還差一點就完工了！</Case><Case(2)>第6階段　西文化區的整備工作還差一點就完工了！</Case></Switch>"
77,2,94,7,True,"<Switch(IntegerParameter(1))><Case(1)>詩伯門整備計畫</Case><Case(2)>第7階段　詩伯門整備計畫</Case></Switch>"
78,2,95,8,False,"<Switch(IntegerParameter(1))><Case(1)>詩伯門正在修繕中！</Case><Case(2)>第8階段　詩伯門正在修繕中！</Case></Switch>"
79,2,97,9,False,"<Switch(IntegerParameter(1))><Case(1)>東升歌文化區整備計畫</Case><Case(2)>第9階段　東升歌文化區整備計畫</Case></Switch>"
80,2,98,10,False,"<Switch(IntegerParameter(1))><Case(1)>最後的瓦礫清除作業！</Case><Case(2)>第10階段　最後的瓦礫清除作業！</Case></Switch>"
81,2,100,11,False,"<Switch(IntegerParameter(1))><Case(1)>本次將是最後一次清掃與鋪裝作業！</Case><Case(2)>第11階段　本次將是最後一次清掃與鋪裝作業！</Case></Switch>"
82,2,103,12,True,"<Switch(IntegerParameter(1))><Case(1)>新住房的建設工作已經開始了</Case><Case(2)>第12階段　新住房的建設工作已經開始了</Case></Switch>"
83,2,106,13,False,"<Switch(IntegerParameter(1))><Case(1)>住房建設終於到了收尾階段！</Case><Case(2)>第13階段　住房建設終於到了收尾階段！</Case></Switch>"
84,2,108,14,True,"<Switch(IntegerParameter(1))><Case(1)>浸雪浴場整備計畫</Case><Case(2)>第14階段　浸雪浴場整備計畫</Case></Switch>"
85,2,109,15,False,"<Switch(IntegerParameter(1))><Case(1)>浸雪浴場目前正在建設中</Case><Case(2)>第15階段　浸雪浴場目前正在建設中</Case></Switch>"
86,2,111,16,False,"<Switch(IntegerParameter(1))><Case(1)>請各位來協助建造特別的紀念碑！</Case><Case(2)>第16階段　請各位來協助建造特別的紀念碑！</Case></Switch>"
87,2,112,17,True,"<Switch(IntegerParameter(1))><Case(1)>蒼天街重建工程全面竣工</Case><Case(2)>第17階段　蒼天街重建工程全面竣工</Case></Switch>"
88,1,0,0,True,""
89,2,113,1,True,"即將舉辦蒼天街復興慶典！"
